t raw new accept
2.258 0.4531 0.0084 0
2.293 0.4575 0.0128 0
2.313 0.4613 0.0166 0
2.350 0.4660 0.0213 0
2.380 0.4724 0.0277 0
2.403 0.4771 0.0324 0
2.433 0.4846 0.0399 0
2.463 0.4916 0.0469 0
2.483 0.4972 0.0525 0
2.513 0.5055 0.0608 0
2.547 0.5139 0.0692 0
2.567 0.5194 0.0747 0
2.601 0.5260 0.0813 0
2.631 0.5359 0.0912 0
2.666 0.5444 0.0997 0
2.686 0.5502 0.1055 0
2.723 0.5572 0.1125 0
2.753 0.5662 0.1215 0
2.778 0.5722 0.1275 0
2.808 0.5810 0.1363 0
2.844 0.5876 0.1429 0
2.864 0.5925 0.1478 0
2.898 0.5993 0.1546 0
2.934 0.6022 0.1575 0
2.964 0.6062 0.1615 0
2.988 0.6077 0.1631 0
3.018 0.6089 0.1642 0
3.052 0.6096 0.1649 0
3.072 0.6098 0.1651 0
3.107 0.6099 0.1652 0
3.137 0.6100 0.1653 0
3.162 0.6100 0.1653 0
3.192 0.6101 0.1654 0
3.227 0.6101 0.1654 0
3.264 0.6102 0.1655 0
3.284 0.6102 0.1655 0
3.319 0.6103 0.1656 0
3.349 0.6103 0.1656 0
3.377 0.6105 0.1658 0
3.407 0.6105 0.1658 0
3.443 0.6105 0.1658 0
3.463 0.6106 0.1659 0
3.499 0.6109 0.1663 0
3.530 0.6137 0.1690 0
3.564 0.6157 0.1710 0
3.584 0.6180 0.1733 0
3.619 0.6241 0.1794 0
3.653 0.6316 0.1870 0
3.674 0.6363 0.1916 0
3.709 0.6446 0.1999 0
3.739 0.6503 0.2056 0
3.763 0.6554 0.2107 0
3.793 0.6654 0.2207 0
3.826 0.6708 0.2261 0
3.846 0.6753 0.2307 0
3.881 0.6860 0.2413 0
3.911 0.6972 0.2525 0
3.945 0.7032 0.2585 0
3.965 0.7089 0.2642 0
3.998 0.7195 0.2748 0
4.034 0.7315 0.2869 0
4.054 0.7373 0.2927 0
4.087 0.7484 0.3037 0
4.117 0.7539 0.3092 0
4.140 0.7598 0.3151 0
4.170 0.7717 0.3270 0
4.207 0.7828 0.3381 0
4.238 0.7881 0.3434 0
4.265 0.7976 0.3529 0
4.295 0.8034 0.3587 0
4.325 0.8153 0.3706 0
4.345 0.8214 0.3767 0
4.378 0.8265 0.3818 0
4.411 0.8364 0.3917 0
4.431 0.8411 0.3964 0
4.467 0.8502 0.4055 0
4.497 0.8552 0.4105 0
4.527 0.8663 0.4216 0
4.547 0.8711 0.4264 0
4.580 0.8757 0.4310 0
4.610 0.8848 0.4401 0
4.634 0.8890 0.4443 0
4.664 0.8971 0.4524 0
4.697 0.9017 0.4571 0
4.717 0.9060 0.4613 0
4.750 0.9144 0.4697 0
4.786 0.9229 0.4782 0
4.816 0.9276 0.4829 0
4.843 0.9353 0.4906 0
4.873 0.9390 0.4943 0
4.908 0.9460 0.5013 0
4.928 0.9493 0.5046 0
4.964 0.9557 0.5110 0
4.994 0.9589 0.5142 0
5.019 0.9617 0.5170 0
5.049 0.9677 0.5230 0
5.085 0.9749 0.5302 0
5.105 0.9783 0.5336 0
5.142 0.9816 0.5369 0
5.179 0.9888 0.5441 0
5.209 0.9954 0.5507 0
5.235 1.0013 0.5566 0
5.265 1.0040 0.5593 0
5.300 1.0090 0.5643 0
5.320 1.0114 0.5667 0
5.356 1.0162 0.5715 0
5.386 1.0182 0.5735 0
5.412 1.0201 0.5754 0
5.442 1.0233 0.0000 1
5.458 1.0245 0.0012 1
5.468 1.0246 0.0012 1
5.478 1.0257 0.0024 1
5.488 1.0258 0.0025 1
5.511 1.0266 0.0033 0
5.531 1.0276 0.0043 0
5.566 1.0295 0.0062 0
5.596 1.0330 0.0097 0
5.622 1.0347 0.0114 0
5.652 1.0400 0.0167 0
5.686 1.0463 0.0230 0
5.706 1.0503 0.0270 0
5.742 1.0550 0.0317 0
5.772 1.0611 0.0378 0
5.809 1.0657 0.0424 0
5.829 1.0697 0.0464 0
5.863 1.0762 0.0529 0
5.893 1.0827 0.0594 0
5.913 1.0872 0.0639 0
5.943 1.0943 0.0710 0
5.973 1.1020 0.0787 0
5.993 1.1071 0.0838 0
6.023 1.1150 0.0917 0
6.053 1.1227 0.0994 0
6.083 1.1312 0.1079 0
6.103 1.1371 0.1138 0
6.133 1.1455 0.1222 0
6.163 1.1542 0.1309 0
6.183 1.1601 0.1368 0
6.213 1.1696 0.1463 0
6.251 1.1757 0.1524 0
6.271 1.1811 0.1578 0
6.308 1.1866 0.1633 0
6.338 1.1915 0.1682 0
6.363 1.1943 0.1710 0
6.393 1.1974 0.1741 0
6.429 1.1987 0.1754 0
6.459 1.1993 0.1760 0
6.484 1.1994 0.1761 0
6.514 1.1996 0.1763 0
6.550 1.1996 0.1763 0
6.570 1.1997 0.1764 0
6.606 1.1997 0.1764 0
6.641 1.1998 0.1765 0
6.661 1.1998 0.1765 0
6.698 1.1999 0.1766 0
6.728 1.2000 0.1767 0
6.763 1.2001 0.1768 0
6.783 1.2002 0.1769 0
6.820 1.2002 0.1769 0
6.851 1.2003 0.1770 0
6.878 1.2029 0.1796 0
6.908 1.2050 0.1817 0
6.943 1.2093 0.1860 0
6.963 1.2119 0.1886 0
6.999 1.2186 0.1953 0
7.034 1.2226 0.1992 0
7.064 1.2299 0.2066 0
7.090 1.2335 0.2102 0
7.120 1.2422 0.2189 0
7.155 1.2462 0.2229 0
7.175 1.2508 0.2275 0
7.211 1.2595 0.2362 0
7.241 1.2695 0.2462 0
7.266 1.2745 0.2512 0
7.296 1.2798 0.2565 0
7.332 1.2902 0.2669 0
7.367 1.3009 0.2776 0
7.387 1.3077 0.2844 0
7.423 1.3179 0.2946 0
7.453 1.3240 0.3007 0
7.480 1.3302 0.3069 0
7.510 1.3409 0.3176 0
7.546 1.3516 0.3283 0
7.566 1.3575 0.3342 0
7.602 1.3679 0.3446 0
7.632 1.3734 0.3501 0
7.657 1.3786 0.3553 0
7.687 1.3893 0.3660 0
7.723 1.4004 0.3771 0
7.758 1.4112 0.3879 0
7.778 1.4157 0.3924 0
7.814 1.4266 0.4033 0
7.844 1.4318 0.4085 0
7.869 1.4369 0.4136 0
7.899 1.4467 0.4234 0
7.935 1.4568 0.4335 0
7.955 1.4613 0.4380 0
7.990 1.4667 0.4434 0
8.020 1.4762 0.4529 0
8.056 1.4866 0.4633 0
8.076 1.4910 0.4677 0
8.114 1.5009 0.4776 0
8.149 1.5053 0.4820 0
8.169 1.5100 0.4867 0
8.205 1.5181 0.4948 0
8.235 1.5253 0.5020 0
8.260 1.5287 0.5054 0
8.290 1.5326 0.5093 0
8.326 1.5393 0.5160 0
8.356 1.5455 0.5222 0
8.382 1.5482 0.5249 0
8.412 1.5512 0.5279 0
8.448 1.5572 0.5339 0
8.468 1.5607 0.5374 0
8.503 1.5667 0.5434 0
8.539 1.5729 0.5496 0
8.559 1.5759 0.5526 0
8.594 1.5789 0.5556 0
8.624 1.5846 0.5613 0
8.660 1.5895 0.5662 0
8.680 1.5922 0.5689 0
8.718 1.5966 0.5733 0
8.748 1.5991 0.5758 0
8.773 1.6010 0.5777 0
8.803 1.6043 0.5810 0
8.839 1.6070 0.5837 0
8.859 1.6079 0.5846 0
8.894 1.6084 0.5851 0
8.930 1.6088 0.5855 0
8.950 1.6088 0.5855 0
8.985 1.6089 0.5856 0
9.015 1.6101 0.5868 0
9.051 1.6129 0.5896 0
9.071 1.6158 0.5925 0
9.106 1.6211 0.5978 0
9.136 1.6265 0.6032 0
9.162 1.6298 0.6065 0
9.192 1.6361 0.6128 0
9.227 1.6426 0.6193 0
9.247 1.6477 0.6244 0
9.282 1.6532 0.6299 0
9.316 1.6608 0.6375 0
9.346 1.6689 0.6456 0
9.366 1.6749 0.6516 0
9.396 1.6833 0.6600 0
9.426 1.6894 0.6661 0
9.446 1.6951 0.6718 0
9.476 1.7038 0.6805 0
9.506 1.7123 0.6890 0
9.531 1.7180 0.6947 0
9.561 1.7263 0.7030 0
9.599 1.7330 0.7097 0
9.633 1.7415 0.7182 0
9.653 1.7472 0.7239 0
9.688 1.7532 0.7299 0
9.719 1.7609 0.7376 0
9.743 1.7653 0.7420 0
9.773 1.7705 0.7472 0
9.809 1.7742 0.7509 0
9.829 1.7763 0.7529 0
9.862 1.7783 0.7550 0
9.893 1.7798 0.7565 0
9.928 1.7806 0.7573 0
9.948 1.7807 0.7574 0
9.981 1.7810 0.7577 0
10.014 1.7812 0.7579 0
10.034 1.7813 0.7580 0
10.068 1.7813 0.7580 0
10.098 1.7814 0.7581 0
10.121 1.7814 0.7581 0
10.151 1.7815 0.7582 0
10.184 1.7815 0.7582 0
10.204 1.7816 0.7583 0
10.237 1.7817 0.7584 0
10.267 1.7818 0.7585 0
10.301 1.7818 0.7585 0
10.321 1.7818 0.7585 0
10.354 1.7850 0.7617 0
10.387 1.7875 0.7642 0
10.407 1.7898 0.7665 0
10.441 1.7952 0.7719 0
10.471 1.8036 0.7803 0
10.494 1.8082 0.7849 0
10.524 1.8126 0.7893 0
10.557 1.8217 0.7984 0
10.587 1.8268 0.8035 0
10.613 1.8373 0.8139 0
10.643 1.8417 0.8184 0
10.676 1.8499 0.8266 0
10.696 1.8543 0.8310 0
10.729 1.8598 0.8365 0
10.763 1.8689 0.8456 0
10.783 1.8729 0.8496 0
10.816 1.8822 0.8589 0
10.846 1.8875 0.8642 0
10.879 1.8962 0.8729 0
10.899 1.9005 0.8772 0
10.933 1.9108 0.8875 0
10.963 1.9164 0.8931 0
10.986 1.9218 0.8985 0
11.016 1.9321 0.9088 0
11.049 1.9373 0.9140 0
11.069 1.9420 0.9187 0
11.104 1.9583 0.9350 0
11.138 1.9633 0.9400 0
11.168 1.9740 0.9507 0
11.193 1.9795 0.9562 0
11.223 1.9887 0.9654 0
11.257 1.9942 0.9709 0
11.277 1.9997 0.9764 0
11.310 2.0102 0.9869 0
11.340 2.0147 0.9914 0
11.364 2.0245 1.0012 0
11.394 2.0290 1.0057 0
11.427 2.0386 1.0153 0
11.447 2.0431 1.0198 0
11.480 2.0481 1.0248 0
11.514 2.0563 1.0330 0
11.544 2.0646 1.0413 0
11.567 2.0684 1.0451 0
11.597 2.0721 1.0488 0
11.630 2.0796 1.0563 0
11.650 2.0831 1.0598 0
11.685 2.0896 1.0663 0
11.715 2.0935 1.0702 0
11.739 2.0968 1.0735 0
11.770 2.1030 1.0797 0
11.805 2.1098 1.0865 0
11.838 2.1133 1.0900 0
11.858 2.1163 1.0930 0
11.891 2.1220 1.0987 0
11.921 2.1258 1.1025 0
11.945 2.1314 1.1081 0
11.975 2.1347 1.1114 0
12.009 2.1411 1.1178 0
12.029 2.1443 1.1210 0
12.062 2.1478 1.1245 0
12.092 2.1541 1.1308 0
12.126 2.1602 1.1369 0
12.146 2.1635 1.1402 0
12.180 2.1669 1.1436 0
12.213 2.1738 1.1505 0
12.233 2.1769 1.1536 0
12.268 2.1826 1.1593 0
12.298 2.1856 1.1623 0
12.322 2.1885 1.1652 0
12.352 2.1920 1.1687 0
12.386 2.1943 1.1710 0
12.406 2.1950 1.1717 0
