t raw new accept
7.787 0.0000 0.0000 0
7.807 0.0000 0.0000 0
7.831 0.0000 0.0000 0
7.861 0.0000 0.0000 0
7.885 0.0000 0.0000 0
7.905 0.0000 0.0000 0
7.942 0.0000 0.0000 0
7.962 0.0000 0.0000 0
7.982 0.0000 0.0000 0
8.006 0.0000 0.0000 0
8.036 0.0000 0.0000 0
8.062 0.0000 0.0000 0
8.082 0.0000 0.0000 0
8.116 0.0000 0.0000 0
8.136 0.0000 0.0000 0
8.162 0.0000 0.0000 0
8.192 0.0000 0.0000 0
8.216 0.0000 0.0000 0
8.236 0.0000 0.0000 0
8.256 0.0000 0.0000 0
8.292 0.0000 0.0000 0
8.312 0.0000 0.0000 0
8.336 0.0000 0.0000 0
8.366 0.0000 0.0000 0
8.391 0.0000 0.0000 0
8.411 0.0000 0.0000 0
8.443 0.0000 0.0000 0
8.463 0.0000 0.0000 0
8.485 0.0000 0.0000 0
8.515 0.0000 0.0000 0
8.537 0.0000 0.0000 0
8.557 0.0000 0.0000 0
8.577 0.0000 0.0000 0
8.609 0.0000 0.0000 0
8.629 0.0000 0.0000 0
8.651 0.0000 0.0000 0
8.681 0.0000 0.0000 0
8.703 0.0000 0.0000 0
8.723 0.0000 0.0000 0
8.755 0.0000 0.0000 0
8.775 0.0000 0.0000 0
8.795 0.0000 0.0000 0
8.815 0.0000 0.0000 0
8.845 0.0000 0.0000 0
8.865 0.0000 0.0000 0
8.885 0.0000 0.0000 0
8.918 0.0000 0.0000 0
8.938 0.0000 0.0000 0
8.963 0.0000 0.0000 0
8.993 0.0000 0.0000 0
9.015 0.0000 0.0000 0
9.035 0.0000 0.0000 0
9.057 0.0000 0.0000 0
9.087 0.0000 0.0000 0
9.109 0.0000 0.0000 0
9.129 0.0000 0.0000 0
9.162 0.0000 0.0000 0
9.182 0.0000 0.0000 0
9.202 0.0000 0.0000 0
9.234 0.0000 0.0000 0
9.254 0.0000 0.0000 0
9.276 0.0000 0.0000 0
9.296 0.0000 0.0000 0
9.329 0.0000 0.0000 0
9.349 0.0000 0.0000 0
9.374 0.0000 0.0000 0
9.404 0.0000 0.0000 0
9.426 0.0000 0.0000 0
9.446 0.0000 0.0000 0
9.476 0.0000 0.0000 0
9.496 0.0000 0.0000 0
9.516 0.0000 0.0000 0
9.549 0.0000 0.0000 0
9.569 0.0000 0.0000 0
9.592 0.0000 0.0000 0
9.612 0.0000 0.0000 0
9.645 0.0000 0.0000 0
9.665 0.0000 0.0000 0
9.689 0.0000 0.0000 0
9.719 0.0000 0.0000 0
9.742 0.0000 0.0000 0
9.762 0.0000 0.0000 0
9.795 0.0000 0.0000 0
9.815 0.0000 0.0000 0
9.835 0.0000 0.0000 0
9.858 0.0000 0.0000 0
9.888 0.0000 0.0000 0
9.912 0.0000 0.0000 0
9.932 0.0000 0.0000 0
9.965 0.0000 0.0000 0
9.985 0.0000 0.0000 0
10.008 0.0000 0.0000 0
10.038 0.0000 0.0000 0
10.062 0.0000 0.0000 0
10.082 0.0000 0.0000 0
10.102 0.0000 0.0000 0
10.135 0.0000 0.0000 0
10.155 0.0000 0.0000 0
10.178 0.0000 0.0000 0
10.208 0.0000 0.0000 0
10.232 0.0000 0.0000 0
10.252 0.0000 0.0000 0
10.282 0.0000 0.0000 0
10.302 0.0000 0.0000 0
10.322 0.0000 0.0000 0
