ox oy ex ey
-26.700 -29.677 -26.700 -29.677
-26.707 -29.671 -26.707 -29.671
-26.668 -29.720 -26.668 -29.720
-26.708 -29.681 -26.708 -29.681
-26.669 -29.728 -26.669 -29.728
-26.642 -29.738 -26.642 -29.738
-26.677 -29.697 -26.677 -29.697
-26.642 -29.679 -26.642 -29.679
-26.624 -29.663 -26.624 -29.663
-26.590 -29.657 -26.590 -29.657
-26.564 -29.635 -26.564 -29.635
-26.491 -29.677 -26.491 -29.677
-26.474 -29.610 -26.474 -29.610
-26.441 -29.573 -26.441 -29.573
-26.350 -29.616 -26.350 -29.616
-26.340 -29.582 -26.340 -29.582
-26.392 -29.490 -26.392 -29.490
-26.350 -29.453 -26.350 -29.453
-26.264 -29.517 -26.264 -29.517
-26.200 -29.504 -26.200 -29.504
-26.164 -29.486 -26.164 -29.486
-26.155 -29.384 -26.155 -29.384
-26.101 -29.378 -26.101 -29.378
-26.068 -29.482 -26.068 -29.482
-26.010 -29.479 -26.010 -29.479
-25.994 -29.347 -25.994 -29.347
-25.940 -29.302 -25.940 -29.302
-25.886 -29.252 -25.886 -29.252
-25.865 -29.378 -25.865 -29.378
-25.815 -29.333 -25.815 -29.333
-25.789 -29.163 -25.789 -29.163
-25.724 -29.169 -25.724 -29.169
-25.667 -29.142 -25.667 -29.142
-25.665 -29.279 -25.665 -29.279
-25.601 -29.228 -25.601 -29.228
-25.516 -29.052 -25.516 -29.052
-25.435 -29.069 -25.435 -29.069
-25.352 -29.067 -25.352 -29.067
-25.297 -29.234 -25.297 -29.234
-25.175 -29.235 -25.175 -29.235
-25.154 -29.139 -25.154 -29.139
-25.033 -29.169 -25.033 -29.169
-24.978 -29.232 -24.978 -29.232
-24.905 -29.227 -24.905 -29.227
-24.846 -29.220 -24.846 -29.220
-24.843 -29.208 -24.843 -29.208
-24.821 -29.204 -24.821 -29.204
-24.804 -29.219 -24.804 -29.219
-24.779 -29.228 -24.779 -29.228
-24.770 -29.207 -24.770 -29.207
-24.770 -29.198 -24.770 -29.198
-24.768 -29.193 -24.768 -29.193
-24.765 -29.184 -24.765 -29.184
-24.762 -29.167 -24.762 -29.167
-24.765 -29.163 -24.765 -29.163
-24.767 -29.171 -24.767 -29.171
-24.768 -29.177 -24.768 -29.177
-24.770 -29.183 -24.770 -29.183
-24.780 -29.222 -24.780 -29.222
-24.796 -29.251 -24.796 -29.251
-24.820 -29.286 -24.820 -29.286
-24.800 -29.211 -24.800 -29.211
-24.832 -29.172 -24.832 -29.172
-24.907 -29.129 -24.907 -29.129
-25.038 -29.206 -25.038 -29.206
-25.132 -29.192 -25.132 -29.192
-25.218 -29.154 -25.218 -29.154
-25.300 -29.101 -25.300 -29.101
-25.466 -29.036 -25.466 -29.036
-25.368 -28.876 -25.368 -28.876
-25.601 -28.744 -25.601 -28.744
-25.966 -28.728 -25.966 -28.728
-25.969 -28.308 -25.969 -28.308
-26.167 -28.115 -26.167 -28.115
-26.348 -27.926 -26.348 -27.926
-26.491 -27.730 -26.491 -27.730
-26.694 -27.874 -26.694 -27.874
-26.854 -27.603 -26.854 -27.603
-26.826 -27.329 -26.826 -27.329
-27.127 -27.276 -27.127 -27.276
-27.091 -27.116 -27.091 -27.116
-27.188 -27.052 -27.188 -27.052
-27.224 -27.004 -27.224 -27.004
-27.303 -27.030 -27.303 -27.030
-27.280 -27.023 -27.280 -27.023
-27.239 -27.057 -27.239 -27.057
-27.218 -27.147 -27.218 -27.147
-27.196 -27.278 -27.196 -27.278
-27.214 -27.283 -27.214 -27.283
-27.196 -27.378 -27.196 -27.378
-27.136 -27.462 -27.136 -27.462
-27.109 -27.550 -27.109 -27.550
-27.138 -27.558 -27.138 -27.558
-27.130 -27.664 -27.130 -27.664
-27.108 -27.789 -27.108 -27.789
-27.069 -27.885 -27.069 -27.885
-27.064 -27.965 -27.064 -27.965
-27.093 -27.971 -27.093 -27.971
-27.075 -28.064 -27.075 -28.064
-27.059 -28.198 -27.059 -28.198
-27.010 -28.314 -27.010 -28.314
-26.979 -28.463 -26.979 -28.463
-27.014 -28.469 -27.014 -28.469
-26.996 -28.602 -26.996 -28.602
-26.948 -28.686 -26.948 -28.686
-26.912 -28.768 -26.912 -28.768
-26.893 -28.894 -26.893 -28.894
-26.947 -28.901 -26.947 -28.901
-26.950 -29.003 -26.950 -29.003
-26.876 -29.073 -26.876 -29.073
-26.852 -29.177 -26.852 -29.177
-26.830 -29.305 -26.830 -29.305
-26.889 -29.308 -26.889 -29.308
-26.816 -29.535 -26.816 -29.535
-26.872 -29.536 -26.872 -29.536
-26.863 -29.641 -26.863 -29.641
-26.817 -29.639 -26.817 -29.639
-26.822 -29.756 -26.822 -29.756
-26.828 -29.898 -26.828 -29.898
-26.907 -29.982 -26.907 -29.982
-26.914 -30.002 -26.914 -30.002
-26.819 -30.007 -26.819 -30.007
-26.784 -29.990 -26.784 -29.990
-26.880 -29.875 -26.880 -29.875
-26.849 -29.766 -26.849 -29.766
-26.826 -29.633 -26.826 -29.633
-26.713 -29.654 -26.713 -29.654
-26.668 -29.444 -26.668 -29.444
-26.719 -29.123 -26.719 -29.123
-26.659 -28.838 -26.659 -28.838
-26.546 -28.511 -26.546 -28.511
-26.388 -28.567 -26.388 -28.567
-26.188 -28.233 -26.188 -28.233
-26.183 -27.822 -26.183 -27.822
-25.941 -27.443 -25.941 -27.443
-25.818 -27.507 -25.818 -27.507
-25.619 -27.180 -25.619 -27.180
-25.409 -26.885 -25.409 -26.885
-25.311 -26.409 -25.311 -26.409
-24.915 -26.155 -24.915 -26.155
-24.717 -25.639 -24.717 -25.639
-24.365 -25.197 -24.365 -25.197
-23.938 -24.933 -23.938 -24.933
-23.792 -25.134 -23.792 -25.134
-23.341 -24.813 -23.341 -24.813
-22.902 -24.491 -22.902 -24.491
-22.459 -24.223 -22.459 -24.223
-22.036 -23.794 -22.036 -23.794
-21.482 -23.535 -21.482 -23.535
-20.961 -23.337 -20.961 -23.337
-20.928 -23.521 -20.928 -23.521
-20.389 -23.418 -20.389 -23.418
-19.776 -23.131 -19.776 -23.131
-19.130 -23.083 -19.130 -23.083
-18.558 -23.021 -18.558 -23.021
-18.040 -23.300 -18.040 -23.300
-17.495 -23.340 -17.495 -23.340
-17.405 -23.071 -17.405 -23.071
-16.811 -23.106 -16.811 -23.106
-16.279 -23.531 -16.279 -23.531
-15.716 -23.794 -15.716 -23.794
-14.929 -23.843 -14.929 -23.843
-14.496 -24.366 -14.496 -24.366
-13.948 -24.730 -13.948 -24.730
-13.805 -24.588 -13.805 -24.588
-13.391 -24.913 -13.391 -24.913
-13.006 -25.229 -13.006 -25.229
-12.613 -25.601 -12.613 -25.601
-12.230 -26.001 -12.230 -26.001
-11.951 -26.453 -11.951 -26.453
-11.618 -26.882 -11.618 -26.882
-11.582 -26.859 -11.582 -26.859
-11.324 -27.236 -11.324 -27.236
-10.804 -28.033 -10.804 -28.033
-10.801 -28.031 -10.801 -28.031
-10.573 -28.401 -10.573 -28.401
-10.363 -28.745 -10.363 -28.745
-10.116 -29.157 -10.116 -29.157
-9.888 -29.532 -9.888 -29.532
-9.896 -29.536 -9.896 -29.536
-9.414 -30.291 -9.414 -30.291
-9.407 -30.287 -9.407 -30.287
-9.179 -30.607 -9.179 -30.607
-8.952 -30.959 -8.952 -30.959
-8.721 -31.277 -8.721 -31.277
-8.461 -31.635 -8.461 -31.635
-8.214 -31.984 -8.214 -31.984
-7.987 -32.322 -7.987 -32.322
-7.952 -32.296 -7.952 -32.296
-7.727 -32.625 -7.727 -32.625
-7.486 -32.992 -7.486 -32.992
-7.254 -33.320 -7.254 -33.320
-7.020 -33.638 -7.020 -33.638
-6.811 -33.946 -6.811 -33.946
-6.577 -34.283 -6.577 -34.283
-6.582 -34.286 -6.582 -34.286
-6.153 -34.902 -6.153 -34.902
-5.948 -35.188 -5.948 -35.188
-5.954 -35.193 -5.954 -35.193
-5.765 -35.470 -5.765 -35.470
-5.511 -35.797 -5.511 -35.797
-5.302 -36.104 -5.302 -36.104
-5.053 -36.431 -5.053 -36.431
-4.854 -36.726 -4.854 -36.726
-4.601 -37.071 -4.601 -37.071
-4.613 -37.082 -4.613 -37.082
-4.394 -37.401 -4.394 -37.401
-4.146 -37.709 -4.146 -37.709
-3.961 -37.969 -3.961 -37.969
-3.780 -38.235 -3.780 -38.235
-3.575 -38.508 -3.575 -38.508
-3.471 -38.743 -3.471 -38.743
-3.484 -38.754 -3.484 -38.754
-3.383 -38.948 -3.383 -38.948
-3.275 -39.128 -3.275 -39.128
-3.151 -39.232 -3.151 -39.232
-3.023 -39.301 -3.023 -39.301
-2.997 -39.273 -2.997 -39.273
-2.716 -39.336 -2.716 -39.336
-2.757 -39.380 -2.757 -39.380
-2.619 -39.477 -2.619 -39.477
-2.450 -39.654 -2.450 -39.654
-2.212 -39.725 -2.212 -39.725
-2.073 -39.896 -2.073 -39.896
-1.932 -40.079 -1.932 -40.079
-1.774 -40.258 -1.774 -40.258
-1.949 -40.370 -1.949 -40.370
-1.859 -40.578 -1.859 -40.578
-1.693 -40.867 -1.693 -40.867
-1.708 -41.270 -1.708 -41.270
-1.429 -41.535 -1.429 -41.535
-1.538 -41.979 -1.538 -41.979
-1.411 -42.344 -1.411 -42.344
-1.190 -42.304 -1.190 -42.304
-0.997 -43.078 -0.997 -43.078
-0.965 -43.514 -0.965 -43.514
-1.133 -43.523 -1.133 -43.523
-1.075 -43.986 -1.075 -43.986
-0.874 -44.482 -0.874 -44.482
-0.854 -44.966 -0.854 -44.966
-0.944 -45.448 -0.944 -45.448
-1.144 -45.400 -1.144 -45.400
-1.122 -45.738 -1.122 -45.738
-1.030 -46.027 -1.030 -46.027
-1.053 -46.293 -1.053 -46.293
-1.077 -46.285 -1.077 -46.285
-1.062 -46.496 -1.062 -46.496
-1.091 -46.677 -1.091 -46.677
-1.081 -46.807 -1.081 -46.807
-1.109 -46.846 -1.109 -46.846
-1.125 -46.837 -1.125 -46.837
-1.121 -46.842 -1.121 -46.842
-1.109 -46.824 -1.109 -46.824
-1.076 -46.766 -1.076 -46.766
-1.058 -46.725 -1.058 -46.725
-1.077 -46.715 -1.077 -46.715
-0.983 -46.567 -0.983 -46.567
-0.996 -46.559 -0.996 -46.559
-0.957 -46.490 -0.957 -46.490
-0.916 -46.420 -0.916 -46.420
-0.872 -46.377 -0.872 -46.377
-0.841 -46.310 -0.841 -46.310
-0.856 -46.301 -0.856 -46.301
-0.808 -46.224 -0.808 -46.224
-0.760 -46.138 -0.760 -46.138
-0.696 -46.074 -0.696 -46.074
-0.682 -46.032 -0.682 -46.032
-0.723 -46.006 -0.723 -46.006
-0.823 -46.125 -0.823 -46.125
-0.859 -46.102 -0.859 -46.102
-0.930 -46.203 -0.930 -46.203
-0.976 -46.300 -0.976 -46.300
-1.035 -46.402 -1.035 -46.402
-1.126 -46.555 -1.126 -46.555
-1.125 -46.556 -1.125 -46.556
-1.251 -46.745 -1.251 -46.745
-1.393 -46.956 -1.393 -46.956
-1.550 -47.184 -1.550 -47.184
-1.732 -47.446 -1.732 -47.446
-1.736 -47.443 -1.736 -47.443
-1.923 -47.734 -1.923 -47.734
-2.083 -47.989 -2.083 -47.989
-2.259 -48.262 -2.259 -48.262
-2.444 -48.558 -2.444 -48.558
-2.657 -48.886 -2.657 -48.886
-2.884 -49.237 -2.884 -49.237
-2.881 -49.239 -2.881 -49.239
-3.093 -49.571 -3.093 -49.571
-3.299 -49.885 -3.299 -49.885
-3.515 -50.219 -3.515 -50.219
-3.760 -50.597 -3.760 -50.597
-3.757 -50.598 -3.757 -50.598
-3.981 -50.943 -3.981 -50.943
-4.212 -51.291 -4.212 -51.291
-4.448 -51.654 -4.448 -51.654
-4.713 -52.050 -4.713 -52.050
-4.954 -52.410 -4.954 -52.410
-5.202 -52.784 -5.202 -52.784
-5.202 -52.783 -5.202 -52.783
-5.437 -53.136 -5.437 -53.136
-5.708 -53.541 -5.708 -53.541
-5.965 -53.924 -5.965 -53.924
-6.214 -54.299 -6.214 -54.299
-6.213 -54.300 -6.213 -54.300
-6.493 -54.718 -6.493 -54.718
-6.737 -55.081 -6.737 -55.081
-7.013 -55.496 -7.013 -55.496
-7.273 -55.891 -7.273 -55.891
-7.270 -55.893 -7.270 -55.893
-7.784 -56.663 -7.784 -56.663
-7.782 -56.665 -7.782 -56.665
-8.021 -57.023 -8.021 -57.023
-8.309 -57.450 -8.309 -57.450
-8.565 -57.831 -8.565 -57.831
-8.839 -58.243 -8.839 -58.243
-8.837 -58.244 -8.837 -58.244
-9.086 -58.621 -9.086 -58.621
-9.362 -59.029 -9.362 -59.029
-9.616 -59.413 -9.616 -59.413
-9.875 -59.798 -9.875 -59.798
-10.163 -60.219 -10.163 -60.219
-10.414 -60.587 -10.414 -60.587
-10.412 -60.588 -10.412 -60.588
-10.680 -60.988 -10.680 -60.988
-10.950 -61.380 -10.950 -61.380
-11.227 -61.800 -11.227 -61.800
-11.482 -62.179 -11.482 -62.179
-11.739 -62.552 -11.739 -62.552
-12.020 -62.971 -12.020 -62.971
-12.288 -63.355 -12.288 -63.355
-12.557 -63.749 -12.557 -63.749
-12.553 -63.752 -12.553 -63.752
-12.796 -64.109 -12.796 -64.109
-13.082 -64.518 -13.082 -64.518
-13.357 -64.911 -13.357 -64.911
-13.612 -65.282 -13.612 -65.282
-13.612 -65.282 -13.612 -65.282
-13.886 -65.673 -13.886 -65.673
-14.144 -66.045 -14.144 -66.045
-14.427 -66.440 -14.427 -66.440
-14.427 -66.440 -14.427 -66.440
-14.695 -66.817 -14.695 -66.817
-14.977 -67.209 -14.977 -67.209
-15.216 -67.539 -15.216 -67.539
-15.444 -67.865 -15.444 -67.865
-15.616 -68.115 -15.616 -68.115
-15.612 -68.118 -15.612 -68.118
-15.837 -68.446 -15.837 -68.446
-16.042 -68.739 -16.042 -68.739
-16.232 -69.018 -16.232 -69.018
-16.404 -69.276 -16.404 -69.276
-16.399 -69.280 -16.399 -69.280
-16.579 -69.540 -16.579 -69.540
-16.762 -69.795 -16.762 -69.795
-16.921 -70.021 -16.921 -70.021
-16.919 -70.022 -16.919 -70.022
-17.078 -70.243 -17.078 -70.243
-17.243 -70.472 -17.243 -70.472
-17.386 -70.674 -17.386 -70.674
-17.541 -70.898 -17.541 -70.898
-17.684 -71.107 -17.684 -71.107
-17.754 -71.267 -17.754 -71.267
-17.797 -71.384 -17.797 -71.384
-17.764 -71.410 -17.764 -71.410
-17.799 -71.515 -17.799 -71.515
-17.858 -71.574 -17.858 -71.574
-17.864 -71.659 -17.864 -71.659
-17.956 -71.669 -17.956 -71.669
-17.982 -71.703 -17.982 -71.703
-17.992 -71.695 -17.992 -71.695
-18.006 -71.682 -18.006 -71.682
-18.000 -71.665 -18.000 -71.665
-17.978 -71.663 -17.978 -71.663
-17.992 -71.642 -17.992 -71.642
-17.994 -71.640 -17.994 -71.640
-17.965 -71.651 -17.965 -71.651
-17.937 -71.667 -17.937 -71.667
-17.969 -71.641 -17.969 -71.641
-17.956 -71.628 -17.956 -71.628
-17.921 -71.638 -17.921 -71.638
-17.910 -71.637 -17.910 -71.637
-17.925 -71.623 -17.925 -71.623
-17.918 -71.563 -17.918 -71.563
-17.835 -71.472 -17.835 -71.472
-17.808 -71.495 -17.808 -71.495
-17.720 -71.398 -17.720 -71.398
-17.652 -71.304 -17.652 -71.304
-17.564 -71.201 -17.564 -71.201
-17.442 -71.079 -17.442 -71.079
-17.438 -71.083 -17.438 -71.083
-17.302 -70.936 -17.302 -70.936
-17.152 -70.762 -17.152 -70.762
-16.983 -70.607 -16.983 -70.607
-16.834 -70.446 -16.834 -70.446
-16.678 -70.260 -16.678 -70.260
-16.515 -70.084 -16.515 -70.084
-16.499 -70.097 -16.499 -70.097
-16.319 -69.918 -16.319 -69.918
-16.135 -69.703 -16.135 -69.703
-15.959 -69.532 -15.959 -69.532
-15.762 -69.331 -15.762 -69.331
-15.570 -69.125 -15.570 -69.125
-15.389 -68.941 -15.389 -68.941
-15.377 -68.950 -15.377 -68.950
-15.225 -68.814 -15.225 -68.814
-15.059 -68.659 -15.059 -68.659
-14.952 -68.490 -14.952 -68.490
-14.764 -68.354 -14.764 -68.354
-14.678 -68.177 -14.678 -68.177
-14.557 -68.038 -14.557 -68.038
-14.514 -68.070 -14.514 -68.070
-14.384 -67.924 -14.384 -67.924
-14.284 -67.786 -14.284 -67.786
-14.243 -67.626 -14.243 -67.626
-14.147 -67.499 -14.147 -67.499
-14.103 -67.526 -14.103 -67.526
-13.980 -67.337 -13.980 -67.337
-13.891 -67.156 -13.891 -67.156
-13.821 -66.949 -13.821 -66.949
-13.716 -66.771 -13.716 -66.771
-13.666 -66.799 -13.666 -66.799
-13.562 -66.612 -13.562 -66.612
-13.501 -66.412 -13.501 -66.412
-13.371 -66.257 -13.371 -66.257
-13.277 -66.073 -13.277 -66.073
-13.192 -65.843 -13.192 -65.843
-13.074 -65.610 -13.074 -65.610
-13.073 -65.610 -13.073 -65.610
-12.938 -65.398 -12.938 -65.398
-12.812 -65.192 -12.812 -65.192
-12.674 -64.977 -12.674 -64.977
-12.561 -64.781 -12.561 -64.781
-12.565 -64.778 -12.565 -64.778
-12.466 -64.587 -12.466 -64.587
-12.347 -64.331 -12.347 -64.331
-12.232 -64.126 -12.232 -64.126
-12.131 -63.939 -12.131 -63.939
-12.123 -63.943 -12.123 -63.943
-12.015 -63.732 -12.015 -63.732
-11.893 -63.510 -11.893 -63.510
-11.759 -63.288 -11.759 -63.288
-11.682 -63.089 -11.682 -63.089
-11.577 -62.869 -11.577 -62.869
-11.476 -62.634 -11.476 -62.634
-11.466 -62.638 -11.466 -62.638
-11.362 -62.411 -11.362 -62.411
-11.276 -62.206 -11.276 -62.206
-11.188 -61.968 -11.188 -61.968
-11.071 -61.709 -11.071 -61.709
-10.962 -61.440 -10.962 -61.440
-10.855 -61.182 -10.855 -61.182
-10.859 -61.180 -10.859 -61.180
-10.768 -60.946 -10.768 -60.946
-10.657 -60.692 -10.657 -60.692
-10.556 -60.430 -10.556 -60.430
-10.454 -60.195 -10.454 -60.195
-10.454 -60.195 -10.454 -60.195
-10.353 -59.956 -10.353 -59.956
-10.249 -59.705 -10.249 -59.705
-10.150 -59.442 -10.150 -59.442
-10.051 -59.190 -10.051 -59.190
-9.952 -58.939 -9.952 -58.939
-9.853 -58.715 -9.853 -58.715
-9.843 -58.720 -9.843 -58.720
-9.710 -58.536 -9.710 -58.536
-9.615 -58.337 -9.615 -58.337
-9.527 -58.194 -9.527 -58.194
-9.482 -58.072 -9.482 -58.072
-9.407 -58.111 -9.407 -58.111
-9.354 -58.006 -9.354 -58.006
-9.356 -57.875 -9.356 -57.875
-9.316 -57.816 -9.316 -57.816
