ox oy ex ey
-27.097 -16.849 -27.195 -17.587
-27.111 -16.874 -27.209 -17.612
-27.116 -16.881 -27.214 -17.619
-27.141 -16.877 -27.238 -17.615
-27.097 -17.033 -27.195 -17.771
-27.127 -17.059 -27.225 -17.797
-27.177 -17.073 -27.275 -17.811
-27.220 -17.082 -27.318 -17.820
-27.265 -17.089 -27.362 -17.828
-27.311 -17.074 -27.409 -17.812
-27.366 -17.056 -27.464 -17.794
-27.395 -17.047 -27.493 -17.785
-27.412 -17.047 -27.509 -17.785
-27.506 -16.890 -27.603 -17.628
-27.521 -16.949 -27.619 -17.687
-27.560 -16.909 -27.657 -17.647
-27.584 -16.883 -27.681 -17.621
-27.601 -16.860 -27.698 -17.598
-27.613 -16.838 -27.710 -17.576
-27.619 -16.839 -27.717 -17.578
-27.627 -16.833 -27.724 -17.571
-27.637 -16.832 -27.734 -17.570
-27.637 -16.825 -27.735 -17.563
-27.639 -16.822 -27.736 -17.560
-27.639 -16.820 -27.736 -17.558
-27.639 -16.819 -27.737 -17.557
-27.639 -16.816 -27.737 -17.554
-27.639 -16.815 -27.737 -17.553
-27.640 -16.812 -27.737 -17.550
-27.640 -16.810 -27.737 -17.548
-27.640 -16.808 -27.737 -17.546
-27.640 -16.806 -27.738 -17.544
-27.640 -16.804 -27.738 -17.542
-27.640 -16.803 -27.738 -17.541
-27.640 -16.801 -27.738 -17.539
-27.641 -16.794 -27.738 -17.532
-27.641 -16.792 -27.738 -17.530
-27.641 -16.790 -27.739 -17.528
-27.641 -16.789 -27.739 -17.527
-27.641 -16.789 -27.739 -17.527
-27.641 -16.787 -27.739 -17.525
-27.643 -16.767 -27.740 -17.505
-27.612 -16.722 -27.709 -17.460
-27.523 -16.689 -27.620 -17.427
-27.424 -16.670 -27.521 -17.409
-27.315 -16.645 -27.413 -17.383
-27.174 -16.653 -27.271 -17.392
-27.003 -16.652 -27.101 -17.390
-26.812 -16.649 -26.910 -17.388
-26.607 -16.644 -26.705 -17.382
-26.379 -16.625 -26.476 -17.363
-25.947 -16.542 -26.044 -17.280
-25.689 -16.520 -25.787 -17.259
-25.441 -16.488 -25.538 -17.227
-25.436 -16.520 -25.533 -17.258
-25.164 -16.493 -25.262 -17.231
-24.905 -16.456 -25.003 -17.194
-24.629 -16.408 -24.727 -17.146
-24.378 -16.363 -24.476 -17.101
-23.796 -16.260 -23.893 -16.998
-23.497 -16.218 -23.595 -16.956
-23.184 -16.184 -23.282 -16.922
-22.866 -16.157 -22.963 -16.895
-22.864 -16.165 -22.962 -16.903
-22.554 -16.129 -22.651 -16.867
-22.244 -16.075 -22.342 -16.813
-21.982 -16.043 -22.080 -16.781
-21.324 -15.920 -21.422 -16.659
-21.013 -15.852 -21.110 -16.590
-20.717 -15.800 -20.815 -16.538
-20.402 -15.758 -20.500 -16.496
-20.112 -15.730 -20.209 -16.468
-19.793 -15.688 -19.891 -16.427
-19.454 -15.652 -19.552 -16.390
-19.140 -15.621 -19.237 -16.359
-18.805 -15.601 -18.903 -16.340
-18.531 -15.578 -18.628 -16.316
-18.248 -15.551 -18.346 -16.289
-17.720 -15.493 -17.818 -16.232
-17.399 -15.451 -17.496 -16.190
-17.399 -15.452 -17.496 -16.190
-17.059 -15.407 -17.157 -16.145
-16.742 -15.358 -16.840 -16.097
-16.408 -15.309 -16.506 -16.047
-16.132 -15.269 -16.230 -16.007
-15.871 -15.231 -15.969 -15.969
-15.584 -15.192 -15.681 -15.930
-15.322 -15.155 -15.420 -15.893
-14.820 -15.087 -14.917 -15.825
-14.820 -15.088 -14.917 -15.826
-14.546 -15.054 -14.644 -15.792
-14.269 -15.016 -14.366 -15.754
-13.934 -14.970 -14.032 -15.709
-13.666 -14.932 -13.764 -15.670
-13.415 -14.896 -13.512 -15.634
-13.171 -14.862 -13.268 -15.600
-12.682 -14.803 -12.780 -15.541
-12.472 -14.782 -12.569 -15.520
-12.471 -14.788 -12.568 -15.526
-12.236 -14.773 -12.334 -15.511
-11.992 -14.758 -12.090 -15.496
-11.764 -14.743 -11.862 -15.482
-11.524 -14.725 -11.621 -15.463
-11.297 -14.711 -11.395 -15.449
-10.832 -14.677 -10.930 -15.415
-10.585 -14.662 -10.682 -15.401
-10.370 -14.652 -10.467 -15.390
-10.153 -14.645 -10.250 -15.383
-9.946 -14.634 -10.043 -15.372
-9.753 -14.632 -9.851 -15.370
-9.568 -14.632 -9.665 -15.370
-9.404 -14.628 -9.502 -15.366
-9.236 -14.617 -9.334 -15.355
-9.062 -14.619 -9.160 -15.357
-8.916 -14.623 -9.014 -15.361
-8.761 -14.633 -8.859 -15.371
-8.600 -14.641 -8.697 -15.379
-8.428 -14.645 -8.526 -15.384
-8.229 -14.663 -8.327 -15.401
-8.034 -14.663 -8.131 -15.402
-7.846 -14.662 -7.944 -15.400
-7.672 -14.662 -7.769 -15.400
-7.474 -14.665 -7.572 -15.403
-7.090 -14.668 -7.187 -15.406
-6.910 -14.671 -7.008 -15.409
-6.747 -14.669 -6.845 -15.408
-6.581 -14.680 -6.678 -15.418
-6.439 -14.685 -6.537 -15.423
-6.307 -14.691 -6.405 -15.429
-6.167 -14.694 -6.264 -15.432
-6.037 -14.696 -6.134 -15.434
-5.772 -14.695 -5.870 -15.433
-5.665 -14.696 -5.763 -15.434
-5.561 -14.699 -5.658 -15.437
-5.561 -14.701 -5.658 -15.439
-5.471 -14.704 -5.569 -15.443
-5.385 -14.704 -5.434 -16.898
-5.316 -14.704 -5.366 -16.898
-5.316 -14.706 -5.366 -16.900
-5.249 -14.704 -5.299 -16.898
-5.249 -14.702 -5.299 -16.897
-5.204 -14.700 -5.253 -16.894
-5.173 -14.710 -5.222 -16.905
-5.166 -14.754 -5.216 -16.949
-5.151 -14.762 -5.201 -16.956
-5.147 -14.770 -5.196 -16.964
-5.150 -14.846 -5.199 -17.041
-5.156 -14.768 -5.205 -16.963
-5.166 -14.747 -5.215 -16.942
-5.186 -14.716 -5.236 -16.911
-5.191 -14.692 -5.241 -16.886
-5.212 -14.681 -5.261 -16.875
-5.259 -14.764 -5.308 -16.959
-5.274 -14.749 -5.324 -16.943
-5.296 -14.742 -5.345 -16.937
-5.324 -14.740 -5.373 -16.934
-5.349 -14.725 -5.398 -16.919
-5.371 -14.719 -5.420 -16.913
-5.376 -14.708 -5.425 -16.902
-5.400 -14.691 -5.449 -16.885
-5.425 -14.675 -5.475 -16.870
-5.439 -14.672 -5.488 -16.867
-5.447 -14.669 -5.497 -16.863
-5.285 -14.423 -5.335 -16.618
-5.368 -14.533 -5.418 -16.727
-5.391 -14.522 -5.440 -16.717
-5.426 -14.488 -5.475 -16.682
-5.452 -14.463 -5.501 -16.657
-5.503 -14.466 -5.553 -16.660
-5.509 -14.419 -5.558 -16.613
-5.504 -14.380 -5.553 -16.574
-5.489 -14.345 -5.538 -16.539
-5.489 -14.325 -5.538 -16.520
-5.358 -14.237 -5.407 -16.431
-5.343 -14.209 -5.393 -16.403
-5.341 -14.172 -5.391 -16.367
-5.323 -14.136 -5.372 -16.330
-5.307 -14.098 -5.356 -16.293
-5.310 -14.070 -5.360 -16.264
-5.473 -14.082 -5.522 -16.277
-5.451 -14.023 -5.500 -16.217
-5.323 -13.972 -5.373 -16.166
-5.421 -13.975 -5.471 -16.169
-5.411 -13.942 -5.461 -16.137
-5.400 -13.893 -5.449 -16.087
-5.379 -13.859 -5.429 -16.053
-5.368 -13.836 -5.418 -16.031
-5.365 -13.815 -5.415 -16.009
-5.374 -13.803 -5.423 -15.997
-5.376 -13.793 -5.426 -15.987
-5.371 -13.786 -5.421 -15.980
-5.369 -13.786 -5.418 -15.980
-5.363 -13.785 -5.413 -15.980
-5.361 -13.785 -5.411 -15.980
-5.359 -13.785 -5.409 -15.979
-5.356 -13.785 -5.406 -15.979
-5.355 -13.785 -5.404 -15.979
-5.353 -13.785 -5.402 -15.979
-5.351 -13.784 -5.400 -15.979
-5.349 -13.784 -5.398 -15.979
-5.347 -13.784 -5.396 -15.979
-5.344 -13.784 -5.394 -15.978
-5.338 -13.784 -5.388 -15.978
-5.334 -13.783 -5.383 -15.978
-5.332 -13.783 -5.381 -15.977
-5.330 -13.783 -5.379 -15.977
-5.329 -13.783 -5.378 -15.977
-5.325 -13.783 -5.375 -15.977
-5.258 -13.900 -5.307 -16.094
-5.268 -13.901 -5.317 -16.096
-5.239 -14.004 -5.288 -16.198
-5.216 -14.115 -5.265 -16.309
-5.195 -14.232 -5.244 -16.427
-5.158 -14.532 -5.207 -16.726
-5.142 -14.733 -5.191 -16.928
-5.110 -14.941 -5.159 -17.136
-5.083 -15.160 -5.133 -17.355
-5.065 -15.336 -5.114 -17.530
-5.071 -15.337 -5.120 -17.531
-5.020 -15.759 -5.069 -17.953
-4.993 -16.010 -5.043 -18.204
-4.966 -16.233 -5.015 -18.428
-4.927 -16.482 -4.977 -18.676
-4.880 -16.729 -4.930 -18.923
-4.861 -16.956 -4.910 -19.150
-4.827 -17.213 -4.877 -19.407
-4.798 -17.498 -4.848 -19.693
-4.766 -17.767 -4.816 -19.961
-4.744 -18.045 -4.794 -20.239
-4.727 -18.370 -4.777 -20.564
-4.706 -18.618 -4.756 -20.813
-4.673 -18.872 -4.723 -21.066
-4.620 -19.209 -4.669 -21.403
-4.567 -19.582 -4.616 -21.776
-4.484 -20.138 -4.533 -22.333
-4.448 -20.461 -4.498 -22.655
-4.455 -20.462 -4.505 -22.656
-4.417 -20.802 -4.466 -22.996
-4.392 -21.091 -4.441 -23.285
-4.372 -21.390 -4.421 -23.585
-4.332 -21.974 -4.381 -24.169
-4.316 -22.296 -4.365 -24.490
-4.313 -22.572 -4.363 -24.767
-4.279 -22.862 -4.328 -25.056
-4.233 -23.154 -4.282 -25.348
-4.190 -23.438 -4.240 -25.632
-4.149 -23.710 -4.198 -25.905
-4.126 -24.024 -4.176 -26.218
-4.079 -24.632 -4.129 -26.826
-4.060 -24.953 -4.109 -27.147
-4.038 -25.231 -4.088 -27.425
-4.019 -25.474 -4.068 -27.669
-3.991 -25.799 -4.040 -27.993
-3.972 -26.082 -4.022 -28.276
-3.946 -26.364 -3.995 -28.559
-3.924 -26.640 -3.973 -28.835
-3.901 -26.915 -3.950 -29.109
-3.876 -27.184 -3.925 -29.379
-3.850 -27.486 -3.900 -29.681
-3.826 -27.748 -3.876 -29.942
-3.803 -27.993 -3.853 -30.187
-3.777 -28.290 -3.826 -30.484
-3.751 -28.565 -3.800 -30.760
-3.723 -28.820 -3.772 -31.014
-3.684 -29.140 -3.733 -31.335
-3.655 -29.396 -3.705 -31.591
-3.604 -29.925 -3.653 -32.119
-3.584 -30.185 -3.633 -32.380
-3.568 -30.422 -3.618 -32.617
-3.552 -30.681 -3.601 -32.875
-3.542 -30.912 -3.591 -33.107
-3.543 -31.127 -3.592 -33.321
-3.537 -31.326 -3.587 -33.520
-3.554 -31.513 -3.604 -33.708
-3.572 -31.695 -3.622 -33.890
-3.563 -31.864 -3.613 -34.058
-3.555 -32.022 -3.605 -34.217
-3.550 -32.223 -3.599 -34.417
-3.560 -32.394 -3.610 -34.589
-3.568 -32.570 -3.618 -34.765
-3.574 -32.719 -3.623 -34.913
-3.584 -32.870 -3.634 -35.065
-3.600 -33.032 -3.650 -35.226
-3.605 -33.200 -3.655 -35.394
-3.604 -33.396 -3.654 -35.590
-3.600 -33.575 -3.649 -35.769
-3.597 -33.730 -3.646 -35.924
-3.598 -34.069 -3.647 -36.263
-3.597 -34.231 -3.646 -36.426
-3.603 -34.231 -3.652 -36.426
-3.603 -34.391 -3.652 -36.585
-3.606 -34.541 -3.656 -36.736
-3.608 -34.702 -3.658 -36.897
-3.610 -34.975 -3.659 -37.169
-3.613 -35.120 -3.663 -37.314
-3.621 -35.242 -3.671 -37.436
-3.624 -35.361 -3.673 -37.555
-3.626 -35.496 -3.675 -37.690
-3.626 -35.600 -3.675 -37.795
-3.626 -35.695 -3.676 -37.889
-3.626 -35.783 -3.676 -37.977
-3.623 -35.864 -3.673 -38.059
-3.621 -35.933 -3.670 -38.127
-3.616 -35.983 -3.666 -38.178
-3.611 -36.008 -3.660 -38.202
-3.603 -36.022 -3.652 -38.217
-3.599 -36.026 -3.648 -38.220
-3.600 -36.026 -3.649 -38.220
-3.603 -36.026 -3.652 -38.220
-3.616 -36.026 -3.665 -38.220
-3.632 -36.015 -3.682 -38.209
-3.559 -35.960 -3.608 -38.155
-3.546 -35.928 -3.595 -38.122
-3.522 -35.904 -3.572 -38.098
-3.498 -35.877 -3.548 -38.072
-3.482 -35.849 -3.531 -38.044
-3.579 -35.836 -3.629 -38.030
-3.415 -35.798 -3.465 -37.992
-3.412 -35.766 -3.461 -37.961
-3.421 -35.728 -3.470 -37.923
-3.411 -35.703 -3.460 -37.898
-3.369 -35.682 -3.418 -37.876
-3.477 -35.622 -3.526 -37.816
-3.440 -35.591 -3.490 -37.785
-3.412 -35.562 -3.461 -37.756
-3.276 -35.593 -3.326 -37.788
-3.231 -35.587 -3.280 -37.782
-3.170 -35.576 -3.219 -37.770
-3.129 -35.577 -3.178 -37.772
-3.107 -35.560 -3.156 -37.755
-3.187 -35.446 -3.236 -37.641
-3.141 -35.421 -3.190 -37.615
-3.103 -35.399 -3.153 -37.594
-3.056 -35.382 -3.105 -37.577
-2.910 -35.481 -2.960 -37.676
-2.879 -35.480 -2.928 -37.675
-2.866 -35.467 -2.915 -37.661
-2.820 -35.458 -2.869 -37.652
-2.827 -35.325 -2.876 -37.519
-2.737 -35.287 -2.787 -37.481
-2.693 -35.274 -2.743 -37.469
-2.644 -35.259 -2.693 -37.453
-2.604 -35.249 -2.653 -37.443
-2.562 -35.254 -2.612 -37.449
-2.512 -35.254 -2.562 -37.449
-2.445 -35.275 -2.494 -37.470
-2.399 -35.276 -2.448 -37.470
-2.364 -35.261 -2.413 -37.455
-2.301 -35.334 -2.350 -37.529
-2.254 -35.331 -2.303 -37.526
-2.220 -35.325 -2.270 -37.519
-2.194 -35.319 -2.243 -37.514
-2.166 -35.293 -2.216 -37.488
-2.143 -35.294 -2.192 -37.488
-2.122 -35.306 -2.171 -37.500
-2.105 -35.307 -2.155 -37.501
-2.102 -35.305 -2.151 -37.499
-2.095 -35.312 -2.144 -37.507
-2.091 -35.313 -2.141 -37.507
-2.091 -35.317 -2.140 -37.511
-2.091 -35.317 -2.140 -37.511
-2.091 -35.318 -2.140 -37.512
-2.091 -35.322 -2.140 -37.517
-2.091 -35.324 -2.140 -37.518
-2.091 -35.325 -2.140 -37.520
-2.091 -35.326 -2.140 -37.521
-2.089 -35.328 -2.138 -37.522
-2.089 -35.330 -2.138 -37.524
-2.088 -35.335 -2.138 -37.529
-2.088 -35.340 -2.137 -37.534
-2.088 -35.342 -2.137 -37.536
-2.088 -35.343 -2.137 -37.538
-2.088 -35.344 -2.137 -37.538
-2.088 -35.346 -2.137 -37.540
-2.087 -35.348 -2.137 -37.543
-2.117 -35.375 -2.166 -37.570
-2.241 -35.418 -2.291 -37.612
-2.341 -35.449 -2.390 -37.644
-2.451 -35.461 -2.501 -37.656
-2.585 -35.487 -2.634 -37.681
-2.744 -35.483 -2.793 -37.678
-2.931 -35.499 -2.980 -37.693
-3.196 -35.525 -3.245 -37.719
-3.431 -35.564 -3.480 -37.759
-3.671 -35.603 -3.721 -37.797
-3.916 -35.645 -3.966 -37.839
-4.168 -35.683 -4.218 -37.877
-4.435 -35.720 -4.484 -37.914
-4.713 -35.746 -4.763 -37.941
-5.012 -35.792 -5.061 -37.987
-5.246 -35.836 -5.295 -38.030
-5.463 -35.878 -5.512 -38.072
-5.694 -35.916 -5.744 -38.111
-5.935 -35.939 -5.984 -38.133
-6.207 -35.964 -6.256 -38.158
-6.462 -35.995 -6.512 -38.190
-6.921 -36.066 -6.971 -38.260
-6.921 -36.069 -6.970 -38.264
-7.160 -36.109 -7.210 -38.303
-7.434 -36.143 -7.483 -38.337
-7.713 -36.171 -7.762 -38.365
-7.954 -36.200 -8.003 -38.394
-8.192 -36.230 -8.241 -38.425
-8.425 -36.266 -8.475 -38.460
-8.992 -36.340 -9.041 -38.535
-9.282 -36.356 -9.332 -38.550
-9.284 -36.342 -9.333 -38.537
-9.566 -36.384 -9.615 -38.578
-9.848 -36.431 -9.897 -38.625
-10.128 -36.489 -10.177 -38.683
-10.390 -36.547 -10.439 -38.741
-10.648 -36.586 -10.697 -38.781
-11.228 -36.659 -11.278 -38.853
-11.553 -36.686 -11.603 -38.880
-11.819 -36.725 -11.868 -38.920
-12.096 -36.778 -12.146 -38.972
-12.397 -36.824 -12.447 -39.018
-12.692 -36.865 -12.742 -39.060
-12.920 -36.909 -12.969 -39.104
-13.194 -36.951 -13.243 -39.145
-13.483 -36.985 -13.533 -39.179
-13.774 -37.008 -13.823 -39.202
-14.081 -37.042 -14.131 -39.236
-14.351 -37.083 -14.400 -39.277
-14.597 -37.123 -14.646 -39.318
-14.878 -37.173 -14.928 -39.368
-15.136 -37.206 -15.185 -39.400
-15.379 -37.246 -15.428 -39.441
-15.640 -37.281 -15.690 -39.476
-15.912 -37.317 -15.961 -39.512
-16.158 -37.350 -16.207 -39.544
-16.431 -37.387 -16.480 -39.581
-16.652 -37.413 -16.702 -39.607
-16.886 -37.440 -16.935 -39.634
-17.101 -37.459 -17.151 -39.654
-17.337 -37.492 -17.386 -39.687
-17.543 -37.508 -17.593 -39.702
-17.740 -37.537 -17.789 -39.732
-17.936 -37.558 -17.985 -39.752
-18.148 -37.582 -18.197 -39.777
-18.334 -37.599 -18.383 -39.793
-18.680 -37.664 -18.730 -39.859
-18.681 -37.653 -18.731 -39.848
-18.869 -37.673 -18.918 -39.868
-19.036 -37.685 -19.085 -39.880
-19.204 -37.701 -19.253 -39.896
-19.520 -37.737 -19.570 -39.932
-19.721 -37.739 -19.770 -39.933
-19.889 -37.737 -19.938 -39.932
-20.041 -37.742 -20.091 -39.937
-20.184 -37.750 -20.233 -39.945
-20.185 -37.734 -20.234 -39.928
-20.341 -37.729 -20.390 -39.923
-20.519 -37.720 -20.568 -39.914
-20.835 -37.716 -20.884 -39.910
-20.993 -37.707 -21.043 -39.901
-21.155 -37.694 -21.204 -39.889
-21.346 -37.685 -21.395 -39.879
-21.515 -37.678 -21.565 -39.872
-21.701 -37.673 -21.750 -39.867
-21.701 -37.669 -21.750 -39.864
-21.877 -37.670 -21.927 -39.865
-22.226 -37.672 -22.275 -39.866
-22.389 -37.661 -22.438 -39.855
-22.565 -37.650 -22.614 -39.844
-22.746 -37.644 -22.796 -39.839
-22.940 -37.643 -22.989 -39.837
-23.128 -37.635 -23.177 -39.829
-23.297 -37.632 -23.347 -39.826
-23.297 -37.628 -23.347 -39.822
-23.613 -37.620 -23.663 -39.814
-23.770 -37.615 -23.819 -39.809
-23.926 -37.608 -23.976 -39.803
-24.049 -37.602 -24.098 -39.797
-24.123 -37.595 -24.173 -39.789
-24.195 -37.594 -24.245 -39.788
-24.247 -37.596 -24.297 -39.790
-24.283 -37.598 -24.332 -39.792
