ox oy ex ey
54.414 -1.888 54.414 -1.888
54.628 -1.766 54.628 -1.766
54.787 -1.799 54.787 -1.799
54.904 -1.835 54.904 -1.835
54.889 -1.880 54.889 -1.880
54.974 -1.862 54.974 -1.862
55.068 -1.864 55.068 -1.864
55.126 -1.869 55.126 -1.869
55.163 -1.878 55.163 -1.878
55.175 -1.855 55.175 -1.855
55.175 -1.855 55.175 -1.855
55.167 -1.847 55.167 -1.847
55.168 -1.845 55.168 -1.845
55.168 -1.845 55.168 -1.845
55.167 -1.839 55.167 -1.839
55.161 -1.834 55.161 -1.834
55.160 -1.832 55.160 -1.832
55.160 -1.832 55.160 -1.832
55.159 -1.835 55.159 -1.835
55.159 -1.837 55.159 -1.837
55.161 -1.841 55.161 -1.841
55.164 -1.843 55.164 -1.843
55.164 -1.841 55.164 -1.841
55.166 -1.836 55.166 -1.836
55.168 -1.831 55.168 -1.831
55.175 -1.829 55.175 -1.829
55.179 -1.823 55.179 -1.823
55.179 -1.822 55.179 -1.822
55.179 -1.822 55.179 -1.822
55.182 -1.823 55.182 -1.823
55.184 -1.823 55.184 -1.823
55.184 -1.825 55.184 -1.825
55.187 -1.825 55.187 -1.825
55.187 -1.824 55.187 -1.824
55.187 -1.824 55.187 -1.824
55.179 -1.827 55.179 -1.827
55.148 -1.870 55.148 -1.870
55.090 -1.907 55.090 -1.907
55.033 -1.877 55.033 -1.877
55.069 -1.776 55.069 -1.776
54.989 -1.715 54.989 -1.715
54.908 -1.648 54.908 -1.648
54.798 -1.591 54.798 -1.591
54.685 -1.478 54.685 -1.478
54.549 -1.375 54.549 -1.375
54.312 -1.437 54.312 -1.437
54.139 -1.347 54.139 -1.347
53.954 -1.211 53.954 -1.211
54.115 -1.022 54.115 -1.022
53.893 -0.825 53.893 -0.825
53.677 -0.638 53.677 -0.638
53.495 -0.402 53.495 -0.402
53.337 -0.141 53.337 -0.141
53.216 -0.026 53.216 -0.026
52.987 0.017 52.987 0.017
52.885 0.135 52.885 0.135
52.798 0.234 52.798 0.234
52.725 0.329 52.725 0.329
52.721 0.408 52.721 0.408
52.813 0.441 52.813 0.441
52.786 0.441 52.786 0.441
52.773 0.363 52.773 0.363
52.774 0.235 52.774 0.235
52.799 0.109 52.799 0.109
52.829 0.002 52.829 0.002
52.864 0.012 52.864 0.012
52.893 -0.073 52.893 -0.073
52.930 -0.179 52.930 -0.179
52.910 -0.303 52.910 -0.303
52.944 -0.442 52.944 -0.442
53.024 -0.553 53.024 -0.553
52.984 -0.649 52.984 -0.649
52.986 -0.769 52.986 -0.769
52.988 -0.891 52.988 -0.891
53.035 -0.883 53.035 -0.883
53.056 -0.993 53.056 -0.993
53.080 -1.088 53.080 -1.088
53.031 -1.211 53.031 -1.211
53.050 -1.327 53.050 -1.327
53.075 -1.435 53.075 -1.435
53.139 -1.430 53.139 -1.430
53.139 -1.549 53.139 -1.549
53.144 -1.671 53.144 -1.671
53.081 -1.789 53.081 -1.789
53.073 -1.915 53.073 -1.915
53.069 -2.023 53.069 -2.023
53.120 -2.023 53.120 -2.023
53.110 -2.158 53.110 -2.158
53.097 -2.278 53.097 -2.278
53.023 -2.397 53.023 -2.397
53.007 -2.495 53.007 -2.495
53.003 -2.571 53.003 -2.571
53.074 -2.579 53.074 -2.579
53.056 -2.523 53.056 -2.523
53.168 -2.541 53.168 -2.541
53.227 -2.414 53.227 -2.414
53.266 -2.260 53.266 -2.260
53.215 -2.094 53.215 -2.094
53.244 -1.923 53.244 -1.923
53.270 -1.727 53.270 -1.727
53.339 -1.746 53.339 -1.746
53.397 -1.504 53.397 -1.504
53.515 -0.833 53.515 -0.833
53.673 -0.898 53.673 -0.898
53.855 -0.531 53.855 -0.531
54.037 -0.163 54.037 -0.163
54.093 0.289 54.093 0.289
54.305 0.651 54.305 0.651
54.528 0.984 54.528 0.984
54.660 0.884 54.660 0.884
54.888 1.263 54.888 1.263
55.581 1.964 55.581 1.964
55.824 2.454 55.824 2.454
56.320 2.716 56.320 2.716
56.771 3.048 56.771 3.048
56.854 2.904 56.854 2.904
57.243 3.134 57.243 3.134
57.666 3.364 57.666 3.364
58.096 3.771 58.096 3.771
58.630 3.959 58.630 3.959
59.171 4.117 59.171 4.117
59.199 3.900 59.199 3.900
59.778 4.034 59.778 4.034
60.299 4.118 60.299 4.118
60.945 4.329 60.945 4.329
61.574 4.279 61.574 4.279
61.537 4.088 61.537 4.088
62.108 4.085 62.108 4.085
62.709 4.046 62.709 4.046
63.365 4.056 63.365 4.056
63.853 3.755 63.853 3.755
64.542 3.555 64.542 3.555
65.250 3.315 65.250 3.315
65.832 3.058 65.832 3.058
66.324 2.816 66.324 2.816
66.311 2.799 66.311 2.799
66.751 2.503 66.751 2.503
67.184 2.166 67.184 2.166
67.565 1.827 67.565 1.827
67.871 1.473 67.871 1.473
68.188 1.063 68.188 1.063
68.481 0.695 68.481 0.695
68.713 0.515 68.713 0.515
68.926 0.493 68.926 0.493
69.025 0.553 69.025 0.553
69.253 0.559 69.253 0.559
69.519 0.454 69.519 0.454
69.660 0.374 69.660 0.374
69.861 0.367 69.861 0.367
69.954 0.270 69.954 0.270
70.043 0.215 70.043 0.215
70.137 0.202 70.137 0.202
70.232 0.131 70.232 0.131
70.257 0.141 70.257 0.141
70.302 0.074 70.302 0.074
70.320 0.063 70.320 0.063
70.371 0.025 70.371 0.025
70.367 -0.049 70.367 -0.049
70.394 -0.108 70.394 -0.108
70.435 -0.145 70.435 -0.145
70.454 -0.201 70.454 -0.201
70.429 -0.211 70.429 -0.211
70.446 -0.258 70.446 -0.258
70.470 -0.307 70.470 -0.307
70.506 -0.342 70.506 -0.342
70.527 -0.377 70.527 -0.377
70.537 -0.416 70.537 -0.416
70.520 -0.422 70.520 -0.422
70.541 -0.462 70.541 -0.462
70.551 -0.498 70.551 -0.498
70.579 -0.534 70.579 -0.534
70.584 -0.566 70.584 -0.566
70.598 -0.596 70.598 -0.596
70.590 -0.599 70.590 -0.599
70.606 -0.632 70.606 -0.632
70.615 -0.643 70.615 -0.643
70.606 -0.646 70.606 -0.646
70.620 -0.663 70.620 -0.663
70.616 -0.664 70.616 -0.664
70.610 -0.666 70.610 -0.666
70.602 -0.668 70.602 -0.668
70.600 -0.668 70.600 -0.668
70.599 -0.669 70.599 -0.669
70.597 -0.669 70.597 -0.669
70.594 -0.670 70.594 -0.670
70.592 -0.669 70.592 -0.669
70.590 -0.669 70.590 -0.669
70.586 -0.670 70.586 -0.670
70.586 -0.670 70.586 -0.670
70.583 -0.671 70.583 -0.671
70.576 -0.669 70.576 -0.669
70.574 -0.667 70.574 -0.667
70.571 -0.668 70.571 -0.668
70.569 -0.668 70.569 -0.668
70.566 -0.666 70.566 -0.666
70.565 -0.664 70.565 -0.664
70.564 -0.664 70.564 -0.664
70.562 -0.665 70.562 -0.665
70.561 -0.664 70.561 -0.664
70.561 -0.664 70.561 -0.664
70.558 -0.664 70.558 -0.664
70.559 -0.663 70.559 -0.663
70.558 -0.663 70.558 -0.663
70.558 -0.663 70.558 -0.663
70.556 -0.663 70.556 -0.663
70.556 -0.663 70.556 -0.663
70.557 -0.663 70.557 -0.663
70.562 -0.662 70.562 -0.662
70.573 -0.659 70.573 -0.659
70.587 -0.678 70.587 -0.678
70.606 -0.723 70.606 -0.723
70.671 -0.707 70.671 -0.707
70.707 -0.772 70.707 -0.772
70.721 -0.847 70.721 -0.847
70.637 -0.955 70.637 -0.955
70.654 -1.071 70.654 -1.071
70.689 -1.208 70.689 -1.208
70.831 -1.196 70.831 -1.196
70.862 -1.353 70.862 -1.353
70.928 -1.496 70.928 -1.496
70.819 -1.665 70.819 -1.665
70.955 -1.818 70.955 -1.818
71.153 -1.855 71.153 -1.855
71.221 -1.864 71.221 -1.864
71.355 -1.834 71.355 -1.834
71.422 -1.765 71.422 -1.765
71.487 -1.719 71.487 -1.719
71.542 -1.673 71.542 -1.673
71.579 -1.587 71.579 -1.587
71.646 -1.437 71.646 -1.437
71.693 -1.267 71.693 -1.267
71.666 -1.263 71.666 -1.263
71.670 -1.117 71.670 -1.117
71.678 -1.025 71.678 -1.025
71.724 -0.933 71.724 -0.933
71.743 -0.844 71.743 -0.844
71.778 -0.749 71.778 -0.749
71.769 -0.747 71.769 -0.747
71.809 -0.646 71.809 -0.646
71.844 -0.547 71.844 -0.547
71.893 -0.445 71.893 -0.445
71.923 -0.331 71.923 -0.331
71.947 -0.236 71.947 -0.236
71.919 -0.230 71.919 -0.230
71.948 -0.139 71.948 -0.139
71.973 -0.056 71.973 -0.056
72.016 0.019 72.016 0.019
72.046 0.103 72.046 0.103
72.044 0.122 72.044 0.122
72.010 0.132 72.010 0.132
71.982 0.100 71.982 0.100
71.942 0.025 71.942 0.025
71.925 -0.053 71.925 -0.053
71.896 -0.157 71.896 -0.157
71.853 -0.316 71.853 -0.316
71.853 -0.316 71.853 -0.316
71.799 -0.499 71.799 -0.499
71.734 -0.716 71.734 -0.716
71.671 -0.930 71.671 -0.930
71.598 -1.175 71.598 -1.175
71.597 -1.175 71.597 -1.175
71.516 -1.452 71.516 -1.452
71.439 -1.721 71.439 -1.721
71.371 -1.951 71.371 -1.951
71.332 -2.065 71.332 -2.065
71.332 -2.007 71.332 -2.007
71.327 -2.006 71.327 -2.006
71.335 -1.918 71.335 -1.918
71.323 -1.899 71.323 -1.899
71.309 -1.944 71.309 -1.944
71.291 -1.949 71.291 -1.949
71.281 -1.947 71.281 -1.947
71.285 -1.948 71.285 -1.948
71.293 -1.950 71.293 -1.950
71.295 -1.951 71.295 -1.951
71.293 -1.950 71.293 -1.950
71.287 -1.948 71.287 -1.948
71.287 -1.948 71.287 -1.948
71.286 -1.948 71.286 -1.948
71.289 -1.949 71.289 -1.949
71.292 -1.950 71.292 -1.950
71.293 -1.950 71.293 -1.950
71.293 -1.950 71.293 -1.950
71.292 -1.950 71.292 -1.950
71.293 -1.950 71.293 -1.950
71.293 -1.950 71.293 -1.950
71.293 -1.950 71.293 -1.950
71.293 -1.950 71.293 -1.950
71.293 -1.950 71.293 -1.950
71.295 -1.951 71.295 -1.951
71.295 -1.951 71.295 -1.951
71.295 -1.951 71.295 -1.951
71.294 -1.950 71.294 -1.950
71.294 -1.950 71.294 -1.950
71.293 -1.950 71.293 -1.950
71.294 -1.950 71.294 -1.950
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.951 71.294 -1.951
71.294 -1.950 71.294 -1.950
71.296 -1.944 71.296 -1.944
71.286 -1.977 71.286 -1.977
71.285 -1.977 71.285 -1.977
71.284 -1.977 71.284 -1.977
71.287 -1.974 71.287 -1.974
71.287 -1.972 71.287 -1.972
71.285 -1.972 71.285 -1.972
71.285 -1.972 71.285 -1.972
71.286 -1.972 71.286 -1.972
71.286 -1.972 71.286 -1.972
71.286 -1.972 71.286 -1.972
71.285 -1.972 71.285 -1.972
71.285 -1.972 71.285 -1.972
71.285 -1.972 71.285 -1.972
71.285 -1.972 71.285 -1.972
71.285 -1.972 71.285 -1.972
71.285 -1.972 71.285 -1.972
71.294 -1.971 71.294 -1.971
71.312 -1.941 71.312 -1.941
71.349 -1.891 71.349 -1.891
71.393 -1.869 71.393 -1.869
71.387 -1.867 71.387 -1.867
71.396 -1.849 71.396 -1.849
71.407 -1.841 71.407 -1.841
71.433 -1.836 71.433 -1.836
71.427 -1.832 71.427 -1.832
71.442 -1.821 71.442 -1.821
71.426 -1.816 71.426 -1.816
71.453 -1.802 71.453 -1.802
71.475 -1.776 71.475 -1.776
71.473 -1.762 71.473 -1.762
71.496 -1.754 71.496 -1.754
71.504 -1.728 71.504 -1.728
71.526 -1.737 71.526 -1.737
71.534 -1.713 71.534 -1.713
71.517 -1.688 71.517 -1.688
71.536 -1.655 71.536 -1.655
71.535 -1.642 71.535 -1.642
71.561 -1.653 71.561 -1.653
71.574 -1.630 71.574 -1.630
71.578 -1.606 71.578 -1.606
71.555 -1.563 71.555 -1.563
71.561 -1.535 71.561 -1.535
71.562 -1.504 71.562 -1.504
71.563 -1.462 71.563 -1.462
71.596 -1.448 71.596 -1.448
71.607 -1.421 71.607 -1.421
71.610 -1.371 71.610 -1.371
71.662 -1.312 71.662 -1.312
71.734 -1.220 71.734 -1.220
71.735 -1.220 71.735 -1.220
71.791 -1.101 71.791 -1.101
71.846 -0.981 71.846 -0.981
71.920 -0.857 71.920 -0.857
72.019 -0.699 72.019 -0.699
72.124 -0.531 72.124 -0.531
72.232 -0.362 72.232 -0.362
72.331 -0.210 72.331 -0.210
72.438 -0.040 72.438 -0.040
72.442 -0.042 72.442 -0.042
72.557 0.154 72.557 0.154
72.656 0.322 72.656 0.322
72.767 0.531 72.767 0.531
72.885 0.725 72.885 0.725
73.034 0.954 73.034 0.954
73.031 0.956 73.031 0.956
73.167 1.183 73.167 1.183
73.293 1.389 73.293 1.389
73.412 1.612 73.412 1.612
73.534 1.838 73.534 1.838
73.673 2.073 73.673 2.073
73.810 2.333 73.810 2.333
73.940 2.584 73.940 2.584
73.925 2.592 73.925 2.592
74.040 2.825 74.040 2.825
74.172 3.098 74.172 3.098
74.315 3.356 74.315 3.356
74.436 3.644 74.436 3.644
74.564 3.922 74.564 3.922
74.688 4.164 74.688 4.164
74.809 4.440 74.809 4.440
74.952 4.755 74.952 4.755
74.942 4.760 74.942 4.760
75.209 5.361 75.209 5.361
75.316 5.631 75.316 5.631
75.312 5.633 75.312 5.633
75.431 5.925 75.431 5.925
75.565 6.222 75.565 6.222
75.679 6.474 75.679 6.474
75.805 6.764 75.805 6.764
75.926 7.049 75.926 7.049
75.922 7.051 75.922 7.051
76.144 7.607 76.144 7.607
76.252 7.900 76.252 7.900
76.359 8.179 76.359 8.179
76.485 8.480 76.485 8.480
76.586 8.768 76.586 8.768
76.576 8.772 76.576 8.772
76.688 9.065 76.688 9.065
76.795 9.352 76.795 9.352
76.893 9.599 76.893 9.599
77.002 9.872 77.002 9.872
76.998 9.873 76.998 9.873
77.115 10.174 77.115 10.174
77.342 10.757 77.342 10.757
77.335 10.759 77.335 10.759
77.428 11.023 77.428 11.023
77.516 11.307 77.516 11.307
77.643 11.610 77.643 11.610
77.760 11.891 77.760 11.891
77.896 12.210 77.896 12.210
77.885 12.214 77.885 12.214
78.005 12.506 78.005 12.506
78.113 12.791 78.113 12.791
78.252 13.098 78.252 13.098
78.365 13.399 78.365 13.399
78.448 13.698 78.448 13.698
78.571 14.034 78.571 14.034
78.709 14.370 78.709 14.370
78.827 14.695 78.827 14.695
78.819 14.698 78.819 14.698
78.932 14.991 78.932 14.991
79.037 15.263 79.037 15.263
79.158 15.580 79.158 15.580
79.252 15.801 79.252 15.801
79.333 15.986 79.333 15.986
79.365 15.974 79.365 15.974
79.452 16.140 79.452 16.140
79.452 16.401 79.452 16.401
79.535 16.364 79.535 16.364
79.578 16.475 79.578 16.475
79.606 16.553 79.606 16.553
79.511 16.670 79.511 16.670
79.513 16.707 79.513 16.707
79.578 16.668 79.578 16.668
