ox oy ex ey
-17.361 -37.775 -17.361 -37.775
-17.408 -37.736 -17.408 -37.736
-17.428 -37.750 -17.428 -37.750
-17.403 -37.813 -17.403 -37.813
-17.422 -37.813 -17.422 -37.813
-17.446 -37.825 -17.446 -37.825
-17.494 -37.778 -17.494 -37.778
-17.508 -37.785 -17.508 -37.785
-17.468 -37.844 -17.468 -37.844
-17.470 -37.853 -17.470 -37.853
-17.525 -37.791 -17.525 -37.791
-17.528 -37.791 -17.528 -37.791
-17.476 -37.857 -17.476 -37.857
-17.466 -37.872 -17.466 -37.872
-17.512 -37.813 -17.512 -37.813
-17.493 -37.784 -17.493 -37.784
-17.432 -37.854 -17.432 -37.854
-17.410 -37.820 -17.410 -37.820
-17.380 -37.791 -17.380 -37.791
-17.434 -37.701 -17.434 -37.701
-17.409 -37.671 -17.409 -37.671
-17.328 -37.754 -17.328 -37.754
-17.345 -37.631 -17.345 -37.631
-17.258 -37.725 -17.258 -37.725
-17.204 -37.713 -17.204 -37.713
-17.248 -37.600 -17.248 -37.600
-17.192 -37.568 -17.192 -37.568
-17.081 -37.666 -17.081 -37.666
-17.013 -37.561 -17.013 -37.561
-16.979 -37.546 -16.979 -37.546
-16.920 -37.670 -16.920 -37.670
-16.845 -37.700 -16.845 -37.700
-16.866 -37.551 -16.866 -37.551
-16.805 -37.513 -16.805 -37.513
-16.727 -37.654 -16.727 -37.654
-16.633 -37.664 -16.633 -37.664
-16.635 -37.500 -16.635 -37.500
-16.480 -37.535 -16.480 -37.535
-16.406 -37.554 -16.406 -37.554
-16.293 -37.576 -16.293 -37.576
-16.270 -37.425 -16.270 -37.425
-16.129 -37.455 -16.129 -37.455
-15.991 -37.493 -15.991 -37.493
-15.880 -37.598 -15.880 -37.598
-15.798 -37.576 -15.798 -37.576
-15.741 -37.620 -15.741 -37.620
-15.687 -37.626 -15.687 -37.626
-15.687 -37.624 -15.687 -37.624
-15.643 -37.632 -15.643 -37.632
-15.634 -37.626 -15.634 -37.626
-15.627 -37.612 -15.627 -37.612
-15.627 -37.612 -15.627 -37.612
-15.623 -37.601 -15.623 -37.601
-15.624 -37.591 -15.624 -37.591
-15.632 -37.584 -15.632 -37.584
-15.636 -37.587 -15.636 -37.587
-15.658 -37.591 -15.658 -37.591
-15.707 -37.641 -15.707 -37.641
-15.697 -37.606 -15.697 -37.606
-15.720 -37.584 -15.720 -37.584
-15.807 -37.641 -15.807 -37.641
-15.839 -37.488 -15.839 -37.488
-15.975 -37.561 -15.975 -37.561
-16.114 -37.481 -16.114 -37.481
-16.053 -37.343 -16.053 -37.343
-16.140 -37.257 -16.140 -37.257
-16.258 -37.184 -16.258 -37.184
-16.456 -37.036 -16.456 -37.036
-16.643 -36.893 -16.643 -36.893
-16.971 -36.907 -16.971 -36.907
-17.131 -36.757 -17.131 -36.757
-16.982 -36.598 -16.982 -36.598
-17.161 -36.400 -17.161 -36.400
-17.544 -36.335 -17.544 -36.335
-17.718 -36.117 -17.718 -36.117
-17.530 -35.991 -17.530 -35.991
-17.964 -35.725 -17.964 -35.725
-18.054 -35.582 -18.054 -35.582
-17.960 -35.540 -17.960 -35.540
-18.073 -35.453 -18.073 -35.453
-18.210 -35.420 -18.210 -35.420
-18.228 -35.372 -18.228 -35.372
-18.153 -35.347 -18.153 -35.347
-18.160 -35.351 -18.160 -35.351
-18.174 -35.447 -18.174 -35.447
-18.181 -35.546 -18.181 -35.546
-18.150 -35.537 -18.150 -35.537
-18.120 -35.628 -18.120 -35.628
-18.076 -35.712 -18.076 -35.712
-18.076 -35.807 -18.076 -35.807
-18.027 -35.896 -18.027 -35.896
-18.027 -36.006 -18.027 -36.006
-18.011 -36.093 -18.011 -36.093
-18.002 -36.091 -18.002 -36.091
-17.995 -36.165 -17.995 -36.165
-18.011 -36.224 -18.011 -36.224
-18.002 -36.281 -18.002 -36.281
-17.972 -36.275 -17.972 -36.275
-17.958 -36.359 -17.958 -36.359
-17.968 -36.433 -17.968 -36.433
-17.924 -36.501 -17.924 -36.501
-17.900 -36.579 -17.900 -36.579
-17.907 -36.666 -17.907 -36.666
-17.894 -36.758 -17.894 -36.758
-17.863 -36.753 -17.863 -36.753
-17.835 -36.829 -17.835 -36.829
-17.851 -36.921 -17.851 -36.921
-17.841 -37.007 -17.841 -37.007
-17.811 -37.003 -17.811 -37.003
-17.821 -37.170 -17.821 -37.170
-17.793 -37.167 -17.793 -37.167
-17.778 -37.223 -17.778 -37.223
-17.772 -37.276 -17.772 -37.276
-17.800 -37.346 -17.800 -37.346
-17.786 -37.399 -17.786 -37.399
-17.744 -37.395 -17.744 -37.395
-17.744 -37.412 -17.744 -37.412
-17.726 -37.406 -17.726 -37.406
-17.698 -37.332 -17.698 -37.332
-17.674 -37.232 -17.674 -37.232
-17.678 -37.146 -17.678 -37.146
-17.788 -37.035 -17.788 -37.035
-17.779 -36.889 -17.779 -36.889
-17.631 -36.902 -17.631 -36.902
-17.599 -36.730 -17.599 -36.730
-17.635 -36.184 -17.635 -36.184
-17.488 -36.214 -17.488 -36.214
-17.440 -35.940 -17.440 -35.940
-17.500 -35.583 -17.500 -35.583
-17.413 -35.287 -17.413 -35.287
-17.238 -35.349 -17.238 -35.349
-17.107 -34.977 -17.107 -34.977
-16.982 -34.595 -16.982 -34.595
-16.826 -34.264 -16.826 -34.264
-16.760 -33.764 -16.760 -33.764
-16.329 -33.512 -16.329 -33.512
-16.090 -33.106 -16.090 -33.106
-15.952 -32.617 -15.952 -32.617
-15.634 -32.252 -15.634 -32.252
-15.469 -32.434 -15.469 -32.434
-15.122 -32.083 -15.122 -32.083
-14.849 -31.588 -14.849 -31.588
-14.419 -31.222 -14.419 -31.222
-14.331 -31.374 -14.331 -31.374
-13.893 -31.110 -13.893 -31.110
-13.492 -30.667 -13.492 -30.667
-13.015 -30.370 -13.015 -30.370
-12.976 -30.496 -12.976 -30.496
-12.509 -30.221 -12.509 -30.221
-12.003 -30.035 -12.003 -30.035
-11.440 -29.724 -11.440 -29.724
-10.859 -29.556 -10.859 -29.556
-10.857 -29.602 -10.857 -29.602
-10.268 -29.453 -10.268 -29.453
-9.628 -29.287 -9.628 -29.287
-9.095 -29.352 -9.095 -29.352
-8.433 -29.293 -8.433 -29.293
-7.783 -29.322 -7.783 -29.322
-7.792 -29.352 -7.792 -29.352
-7.239 -29.401 -7.239 -29.401
-6.681 -29.657 -6.681 -29.657
-6.119 -29.968 -6.119 -29.968
-5.566 -30.229 -5.566 -30.229
-5.189 -30.557 -5.189 -30.557
-4.671 -30.777 -4.671 -30.777
-4.552 -30.683 -4.552 -30.683
-4.112 -30.956 -4.112 -30.956
-3.774 -31.349 -3.774 -31.349
-3.406 -31.698 -3.406 -31.698
-3.208 -32.141 -3.208 -32.141
-2.954 -32.528 -2.954 -32.528
-2.939 -32.519 -2.939 -32.519
-2.730 -32.898 -2.730 -32.898
-2.535 -33.304 -2.535 -33.304
-2.364 -33.667 -2.364 -33.667
-2.160 -34.058 -2.160 -34.058
-2.169 -34.064 -2.169 -34.064
-1.782 -34.765 -1.782 -34.765
-1.794 -34.772 -1.794 -34.772
-1.611 -35.120 -1.611 -35.120
-1.388 -35.483 -1.388 -35.483
-1.200 -35.859 -1.200 -35.859
-1.217 -35.870 -1.217 -35.870
-1.026 -36.233 -1.026 -36.233
-0.849 -36.568 -0.849 -36.568
-0.611 -36.954 -0.611 -36.954
-0.405 -37.324 -0.405 -37.324
-0.211 -37.666 -0.211 -37.666
-0.025 -37.994 -0.025 -37.994
-0.045 -38.008 -0.045 -38.008
0.153 -38.359 0.153 -38.359
0.377 -38.697 0.377 -38.697
0.564 -39.027 0.564 -39.027
0.541 -39.043 0.541 -39.043
0.746 -39.385 0.746 -39.385
0.972 -39.705 0.972 -39.705
1.205 -40.072 1.205 -40.072
1.376 -40.395 1.376 -40.395
1.591 -40.689 1.591 -40.689
1.789 -40.998 1.789 -40.998
2.038 -41.356 2.038 -41.356
2.262 -41.683 2.262 -41.683
2.245 -41.697 2.245 -41.697
2.480 -42.022 2.480 -42.022
2.709 -42.324 2.709 -42.324
2.948 -42.654 2.948 -42.654
2.928 -42.672 2.928 -42.672
3.054 -42.908 3.054 -42.908
3.356 -43.309 3.356 -43.309
3.336 -43.327 3.336 -43.327
3.554 -43.737 3.554 -43.737
3.550 -43.739 3.550 -43.739
3.665 -43.902 3.665 -43.902
3.753 -44.053 3.753 -44.053
3.869 -44.145 3.869 -44.145
3.876 -44.137 3.876 -44.137
3.967 -44.211 3.967 -44.211
4.139 -44.279 4.139 -44.279
4.253 -44.451 4.253 -44.451
4.335 -44.375 4.335 -44.375
4.517 -44.807 4.517 -44.807
4.649 -44.979 4.649 -44.979
4.770 -44.891 4.770 -44.891
4.942 -45.090 4.942 -45.090
4.942 -45.345 4.942 -45.345
5.057 -45.580 5.057 -45.580
5.212 -45.498 5.212 -45.498
5.340 -45.783 5.340 -45.783
5.360 -46.196 5.360 -46.196
5.699 -46.423 5.699 -46.423
5.605 -46.827 5.605 -46.827
5.719 -47.146 5.719 -47.146
5.832 -47.512 5.832 -47.512
6.064 -47.484 6.064 -47.484
6.208 -47.908 6.208 -47.908
5.980 -48.301 5.980 -48.301
5.940 -48.699 5.940 -48.699
6.194 -48.724 6.194 -48.724
6.201 -49.184 6.201 -49.184
6.175 -49.646 6.175 -49.646
6.139 -49.950 6.139 -49.950
5.983 -50.096 5.983 -50.096
6.016 -50.371 6.016 -50.371
6.151 -50.432 6.151 -50.432
6.176 -50.646 6.176 -50.646
6.099 -50.868 6.099 -50.868
6.159 -50.903 6.159 -50.903
6.149 -50.947 6.149 -50.947
6.143 -50.939 6.143 -50.939
6.195 -50.901 6.195 -50.901
6.214 -50.913 6.214 -50.913
6.273 -50.840 6.273 -50.840
6.303 -50.745 6.303 -50.745
6.342 -50.655 6.342 -50.655
6.376 -50.538 6.376 -50.538
6.426 -50.443 6.426 -50.443
6.495 -50.332 6.495 -50.332
6.524 -50.352 6.524 -50.352
6.673 -50.191 6.673 -50.191
6.644 -50.171 6.644 -50.171
6.710 -50.094 6.710 -50.094
6.804 -50.037 6.804 -50.037
6.848 -49.958 6.848 -49.958
6.814 -49.932 6.814 -49.932
6.831 -49.860 6.831 -49.860
6.849 -49.887 6.849 -49.887
6.754 -49.913 6.754 -49.913
6.716 -49.883 6.716 -49.883
6.625 -49.999 6.625 -49.999
6.546 -50.088 6.546 -50.088
6.551 -50.094 6.551 -50.094
6.448 -50.234 6.448 -50.234
6.308 -50.408 6.308 -50.408
6.164 -50.588 6.164 -50.588
6.166 -50.590 6.166 -50.590
6.002 -50.791 6.002 -50.791
5.824 -51.005 5.824 -51.005
5.652 -51.218 5.652 -51.218
5.654 -51.219 5.654 -51.219
5.471 -51.441 5.471 -51.441
5.272 -51.682 5.272 -51.682
5.056 -51.946 5.056 -51.946
4.820 -52.222 4.820 -52.222
4.583 -52.505 4.583 -52.505
4.370 -52.759 4.370 -52.759
4.369 -52.759 4.369 -52.759
4.092 -53.088 4.092 -53.088
3.849 -53.377 3.849 -53.377
3.592 -53.684 3.592 -53.684
3.593 -53.684 3.593 -53.684
3.360 -53.967 3.360 -53.967
3.091 -54.286 3.091 -54.286
2.839 -54.588 2.839 -54.588
2.590 -54.888 2.590 -54.888
2.590 -54.888 2.590 -54.888
2.335 -55.193 2.335 -55.193
2.070 -55.513 2.070 -55.513
1.819 -55.820 1.819 -55.820
1.549 -56.145 1.549 -56.145
1.284 -56.469 1.284 -56.469
1.287 -56.471 1.287 -56.471
1.027 -56.788 1.027 -56.788
0.724 -57.147 0.724 -57.147
0.443 -57.485 0.443 -57.485
0.445 -57.487 0.445 -57.487
0.191 -57.787 0.191 -57.787
-0.101 -58.127 -0.101 -58.127
-0.364 -58.434 -0.364 -58.434
-0.670 -58.790 -0.670 -58.790
-0.667 -58.792 -0.667 -58.792
-0.936 -59.114 -0.936 -59.114
-1.271 -59.507 -1.271 -59.507
-1.538 -59.826 -1.538 -59.826
-1.535 -59.829 -1.535 -59.829
-2.036 -60.423 -2.036 -60.423
-2.035 -60.425 -2.035 -60.425
-2.352 -60.797 -2.352 -60.797
-2.631 -61.125 -2.631 -61.125
-2.917 -61.455 -2.917 -61.455
-3.207 -61.795 -3.207 -61.795
-3.203 -61.798 -3.203 -61.798
-3.486 -62.138 -3.486 -62.138
-3.765 -62.463 -3.765 -62.463
-4.043 -62.799 -4.043 -62.799
-4.322 -63.120 -4.322 -63.120
-4.630 -63.475 -4.630 -63.475
-4.629 -63.476 -4.629 -63.476
-4.921 -63.810 -4.921 -63.810
-5.210 -64.137 -5.210 -64.137
-5.541 -64.464 -5.541 -64.464
-5.869 -64.740 -5.869 -64.740
-5.890 -64.721 -5.890 -64.721
-6.134 -64.951 -6.134 -64.951
-6.311 -65.182 -6.311 -65.182
-6.509 -65.311 -6.509 -65.311
-6.537 -65.287 -6.537 -65.287
-6.684 -65.428 -6.684 -65.428
-6.723 -65.469 -6.723 -65.469
-6.719 -65.477 -6.719 -65.477
-6.714 -65.481 -6.714 -65.481
-6.710 -65.484 -6.710 -65.484
-6.711 -65.484 -6.711 -65.484
-6.689 -65.451 -6.689 -65.451
-6.691 -65.423 -6.691 -65.423
-6.686 -65.427 -6.686 -65.427
-6.701 -65.414 -6.701 -65.414
-6.704 -65.410 -6.704 -65.410
-6.706 -65.409 -6.706 -65.409
-6.707 -65.409 -6.707 -65.409
-6.710 -65.410 -6.710 -65.410
-6.713 -65.412 -6.713 -65.412
-6.714 -65.411 -6.714 -65.411
-6.713 -65.412 -6.713 -65.412
-6.711 -65.413 -6.711 -65.413
-6.710 -65.414 -6.710 -65.414
-6.711 -65.414 -6.711 -65.414
-6.713 -65.412 -6.713 -65.412
-6.715 -65.410 -6.715 -65.410
-6.716 -65.410 -6.716 -65.410
-6.715 -65.410 -6.715 -65.410
-6.711 -65.413 -6.711 -65.413
-6.702 -65.416 -6.702 -65.416
-6.642 -65.388 -6.642 -65.388
-6.629 -65.399 -6.629 -65.399
-6.596 -65.343 -6.596 -65.343
-6.556 -65.290 -6.556 -65.290
-6.528 -65.219 -6.528 -65.219
-6.472 -65.160 -6.472 -65.160
-6.462 -65.169 -6.462 -65.169
-6.376 -65.084 -6.376 -65.084
-6.294 -64.974 -6.294 -64.974
-6.217 -64.916 -6.217 -64.916
-6.237 -64.899 -6.237 -64.899
-6.109 -64.873 -6.109 -64.873
-5.993 -64.822 -5.993 -64.822
-5.927 -64.800 -5.927 -64.800
-5.905 -64.819 -5.905 -64.819
-5.834 -64.805 -5.834 -64.805
-5.788 -64.774 -5.788 -64.774
-5.746 -64.721 -5.746 -64.721
-5.744 -64.692 -5.744 -64.692
-5.756 -64.681 -5.756 -64.681
-5.746 -64.639 -5.746 -64.639
-5.666 -64.593 -5.666 -64.593
-5.575 -64.499 -5.575 -64.499
-5.581 -64.494 -5.581 -64.494
-5.464 -64.372 -5.464 -64.372
-5.355 -64.249 -5.355 -64.249
-5.250 -64.122 -5.250 -64.122
-5.124 -63.988 -5.124 -63.988
-5.123 -63.988 -5.123 -63.988
-4.814 -63.678 -4.814 -63.678
-4.812 -63.679 -4.812 -63.679
-4.622 -63.501 -4.622 -63.501
-4.439 -63.306 -4.439 -63.306
-4.258 -63.106 -4.258 -63.106
-4.260 -63.105 -4.260 -63.105
-4.093 -62.910 -4.093 -62.910
-3.924 -62.716 -3.924 -62.716
-3.737 -62.511 -3.737 -62.511
-3.739 -62.510 -3.739 -62.510
-3.341 -62.091 -3.341 -62.091
-3.130 -61.859 -3.130 -61.859
-2.944 -61.636 -2.944 -61.636
-2.788 -61.454 -2.788 -61.454
-2.642 -61.260 -2.642 -61.260
-2.486 -61.033 -2.486 -61.033
-2.445 -61.065 -2.445 -61.065
-2.288 -60.894 -2.288 -60.894
-2.198 -60.699 -2.198 -60.699
-2.076 -60.552 -2.076 -60.552
-2.042 -60.576 -2.042 -60.576
-1.916 -60.403 -1.916 -60.403
-1.768 -60.208 -1.768 -60.208
-1.641 -60.029 -1.641 -60.029
-1.540 -59.875 -1.540 -59.875
-1.468 -59.672 -1.468 -59.672
-1.356 -59.505 -1.356 -59.505
-1.304 -59.536 -1.304 -59.536
-1.198 -59.386 -1.198 -59.386
-1.124 -59.170 -1.124 -59.170
-0.991 -58.970 -0.991 -58.970
-0.941 -58.997 -0.941 -58.997
-0.806 -58.767 -0.806 -58.767
-0.655 -58.544 -0.655 -58.544
-0.534 -58.359 -0.534 -58.359
-0.406 -58.167 -0.406 -58.167
-0.306 -57.985 -0.306 -57.985
-0.174 -57.756 -0.174 -57.756
-0.083 -57.529 -0.083 -57.529
0.045 -57.329 0.045 -57.329
0.057 -57.335 0.057 -57.335
0.166 -57.128 0.166 -57.128
0.302 -56.895 0.302 -56.895
0.401 -56.669 0.401 -56.669
0.533 -56.419 0.533 -56.419
0.665 -56.149 0.665 -56.149
0.790 -55.894 0.790 -55.894
0.777 -55.887 0.777 -55.887
0.888 -55.638 0.888 -55.638
0.997 -55.409 0.997 -55.409
1.113 -55.158 1.113 -55.158
1.103 -55.153 1.103 -55.153
1.351 -54.626 1.351 -54.626
1.335 -54.619 1.335 -54.619
1.448 -54.361 1.448 -54.361
1.581 -54.099 1.581 -54.099
1.679 -53.860 1.679 -53.860
1.666 -53.854 1.666 -53.854
1.788 -53.592 1.788 -53.592
2.045 -52.997 2.045 -52.997
2.037 -52.994 2.037 -52.994
2.156 -52.738 2.156 -52.738
2.276 -52.468 2.276 -52.468
2.393 -52.190 2.393 -52.190
2.383 -52.185 2.383 -52.185
2.633 -51.633 2.633 -51.633
2.622 -51.629 2.622 -51.629
2.717 -51.387 2.717 -51.387
2.838 -51.114 2.838 -51.114
2.954 -50.825 2.954 -50.825
3.062 -50.554 3.062 -50.554
3.062 -50.554 3.062 -50.554
3.175 -50.307 3.175 -50.307
3.256 -50.087 3.256 -50.087
3.304 -49.903 3.304 -49.903
3.339 -49.746 3.339 -49.746
3.376 -49.622 3.376 -49.622
3.458 -49.661 3.458 -49.661
3.457 -49.409 3.457 -49.409
3.547 -49.459 3.547 -49.459
3.572 -49.405 3.572 -49.405
3.532 -49.363 3.532 -49.363
