ox oy ex ey
-27.692 -36.230 -27.692 -36.230
-27.642 -36.298 -27.642 -36.298
-27.688 -36.218 -27.688 -36.218
-27.668 -36.222 -27.668 -36.222
-27.617 -36.304 -27.617 -36.304
-27.620 -36.297 -27.620 -36.297
-27.655 -36.222 -27.655 -36.222
-27.635 -36.212 -27.635 -36.212
-27.595 -36.196 -27.595 -36.196
-27.547 -36.298 -27.547 -36.298
-27.501 -36.285 -27.501 -36.285
-27.426 -36.193 -27.426 -36.193
-27.468 -36.084 -27.468 -36.084
-27.424 -36.058 -27.424 -36.058
-27.337 -36.168 -27.337 -36.168
-27.292 -36.161 -27.292 -36.161
-27.248 -36.145 -27.248 -36.145
-27.282 -35.984 -27.282 -35.984
-27.228 -35.975 -27.228 -35.975
-27.133 -36.108 -27.133 -36.108
-27.068 -36.119 -27.068 -36.119
-26.993 -35.992 -26.993 -35.992
-26.951 -36.140 -26.951 -36.140
-26.924 -36.136 -26.924 -36.136
-26.916 -35.987 -26.916 -35.987
-26.871 -35.991 -26.871 -35.991
-26.811 -36.023 -26.811 -36.023
-26.734 -36.152 -26.734 -36.152
-26.602 -36.173 -26.602 -36.173
-26.464 -36.218 -26.464 -36.218
-26.373 -36.235 -26.373 -36.235
-26.342 -36.221 -26.342 -36.221
-26.335 -36.191 -26.335 -36.191
-26.296 -36.197 -26.296 -36.197
-26.265 -36.192 -26.265 -36.192
-26.235 -36.188 -26.235 -36.188
-26.213 -36.181 -26.213 -36.181
-26.213 -36.180 -26.213 -36.180
-26.211 -36.173 -26.211 -36.173
-26.227 -36.172 -26.227 -36.172
-26.227 -36.172 -26.227 -36.172
-26.230 -36.170 -26.230 -36.170
-26.230 -36.170 -26.230 -36.170
-26.230 -36.171 -26.230 -36.171
-26.227 -36.174 -26.227 -36.174
-26.228 -36.176 -26.228 -36.176
-26.209 -36.181 -26.209 -36.181
-26.198 -36.179 -26.198 -36.179
-26.188 -36.180 -26.188 -36.180
-26.188 -36.181 -26.188 -36.181
-26.188 -36.180 -26.188 -36.180
-26.188 -36.179 -26.188 -36.179
-26.197 -36.213 -26.197 -36.213
-26.220 -36.221 -26.220 -36.221
-26.270 -36.224 -26.270 -36.224
-26.289 -36.290 -26.289 -36.290
-26.379 -36.282 -26.379 -36.282
-26.472 -36.228 -26.472 -36.228
-26.554 -36.051 -26.554 -36.051
-26.686 -35.992 -26.686 -35.992
-26.741 -36.118 -26.741 -36.118
-26.903 -36.072 -26.903 -36.072
-27.090 -36.027 -27.090 -36.027
-27.197 -35.750 -27.197 -35.750
-27.402 -35.576 -27.402 -35.576
-27.586 -35.473 -27.586 -35.473
-27.717 -35.638 -27.717 -35.638
-27.942 -35.514 -27.942 -35.514
-27.973 -35.172 -27.973 -35.172
-28.169 -34.923 -28.169 -34.923
-28.535 -34.867 -28.535 -34.867
-28.523 -34.557 -28.523 -34.557
-28.629 -34.448 -28.629 -34.448
-28.773 -34.529 -28.773 -34.529
-28.692 -34.289 -28.692 -34.289
-28.799 -34.199 -28.799 -34.199
-28.922 -34.163 -28.922 -34.163
-28.933 -34.136 -28.933 -34.136
-28.927 -34.144 -28.927 -34.144
-28.922 -34.141 -28.922 -34.141
-28.924 -34.216 -28.924 -34.216
-28.904 -34.315 -28.904 -34.315
-28.858 -34.387 -28.858 -34.387
-28.786 -34.434 -28.786 -34.434
-28.764 -34.528 -28.764 -34.528
-28.738 -34.606 -28.738 -34.606
-28.730 -34.603 -28.730 -34.603
-28.722 -34.683 -28.722 -34.683
-28.704 -34.755 -28.704 -34.755
-28.700 -34.821 -28.700 -34.821
-28.688 -34.888 -28.688 -34.888
-28.676 -34.884 -28.676 -34.884
-28.659 -34.949 -28.659 -34.949
-28.612 -35.080 -28.612 -35.080
-28.623 -35.084 -28.623 -35.084
-28.563 -35.166 -28.563 -35.166
-28.546 -35.209 -28.546 -35.209
-28.559 -35.214 -28.559 -35.214
-28.552 -35.266 -28.552 -35.266
-28.524 -35.316 -28.524 -35.316
-28.510 -35.374 -28.510 -35.374
-28.490 -35.425 -28.490 -35.425
-28.512 -35.431 -28.512 -35.431
-28.489 -35.490 -28.489 -35.490
-28.436 -35.528 -28.436 -35.528
-28.432 -35.595 -28.432 -35.595
-28.405 -35.654 -28.405 -35.654
-28.351 -35.704 -28.351 -35.704
-28.331 -35.770 -28.331 -35.770
-28.361 -35.777 -28.361 -35.777
-28.350 -35.824 -28.350 -35.824
-28.279 -35.808 -28.279 -35.808
-28.345 -35.821 -28.345 -35.821
-28.341 -35.770 -28.341 -35.770
-28.351 -35.706 -28.351 -35.706
-28.259 -35.606 -28.259 -35.606
-28.286 -35.498 -28.286 -35.498
-28.420 -35.507 -28.420 -35.507
-28.437 -35.324 -28.437 -35.324
-28.427 -35.078 -28.427 -35.078
-28.421 -34.875 -28.421 -34.875
-28.428 -34.592 -28.428 -34.592
-28.241 -34.334 -28.241 -34.334
-28.208 -34.082 -28.208 -34.082
-28.087 -33.827 -28.087 -33.827
-28.269 -33.775 -28.269 -33.775
-28.119 -33.394 -28.119 -33.394
-27.813 -33.129 -27.813 -33.129
-27.709 -32.819 -27.709 -32.819
-27.502 -32.424 -27.502 -32.424
-27.683 -32.322 -27.683 -32.322
-27.072 -31.652 -27.072 -31.652
-27.019 -31.133 -27.019 -31.133
-26.520 -30.912 -26.520 -30.912
-26.117 -30.545 -26.117 -30.545
-26.276 -30.364 -26.276 -30.364
-25.934 -29.973 -25.934 -29.973
-25.516 -29.600 -25.516 -29.600
-24.922 -29.511 -24.922 -29.511
-24.472 -29.190 -24.472 -29.190
-24.583 -28.937 -24.583 -28.937
-24.121 -28.657 -24.121 -28.657
-23.572 -28.443 -23.572 -28.443
-22.990 -28.465 -22.990 -28.465
-22.416 -28.238 -22.416 -28.238
-22.438 -27.942 -22.438 -27.942
-21.796 -27.800 -21.796 -27.800
-21.195 -27.716 -21.195 -27.716
-20.534 -27.608 -20.534 -27.608
-19.866 -27.530 -19.866 -27.530
-19.234 -27.576 -19.234 -27.576
-18.761 -27.932 -18.761 -27.932
-18.081 -28.002 -18.081 -28.002
-17.916 -27.739 -17.916 -27.739
-16.746 -28.331 -16.746 -28.331
-16.151 -28.589 -16.151 -28.589
-15.962 -28.413 -15.962 -28.413
-15.392 -28.748 -15.392 -28.748
-15.022 -29.119 -15.022 -29.119
-14.465 -29.322 -14.465 -29.322
-13.953 -29.609 -13.953 -29.609
-13.851 -29.549 -13.851 -29.549
-13.441 -29.863 -13.441 -29.863
-13.169 -30.200 -13.169 -30.200
-12.867 -30.526 -12.867 -30.526
-12.569 -30.944 -12.569 -30.944
-12.551 -30.935 -12.551 -30.935
-12.222 -31.549 -12.222 -31.549
-12.035 -31.951 -12.035 -31.951
-12.047 -31.957 -12.047 -31.957
-11.890 -32.339 -11.890 -32.339
-11.724 -32.700 -11.724 -32.700
-11.581 -33.057 -11.581 -33.057
-11.427 -33.465 -11.427 -33.465
-11.441 -33.472 -11.441 -33.472
-11.249 -33.870 -11.249 -33.870
-11.059 -34.228 -11.059 -34.228
-10.849 -34.619 -10.849 -34.619
-10.679 -34.910 -10.679 -34.910
-10.472 -35.266 -10.472 -35.266
-10.288 -35.603 -10.288 -35.603
-10.090 -35.960 -10.090 -35.960
-9.904 -36.313 -9.904 -36.313
-9.691 -36.702 -9.691 -36.702
-9.707 -36.711 -9.707 -36.711
-9.498 -37.056 -9.498 -37.056
-9.296 -37.415 -9.296 -37.415
-9.094 -37.742 -9.094 -37.742
-8.872 -38.127 -8.872 -38.127
-8.888 -38.137 -8.888 -38.137
-8.705 -38.475 -8.705 -38.475
-8.336 -39.159 -8.336 -39.159
-8.347 -39.166 -8.347 -39.166
-8.123 -39.554 -8.123 -39.554
-7.951 -39.851 -7.951 -39.851
-7.743 -40.215 -7.743 -40.215
-7.559 -40.540 -7.559 -40.540
-7.575 -40.550 -7.575 -40.550
-7.431 -40.819 -7.431 -40.819
-7.302 -41.087 -7.302 -41.087
-7.224 -41.310 -7.224 -41.310
-7.152 -41.526 -7.152 -41.526
-7.148 -41.520 -7.148 -41.520
-7.058 -41.733 -7.058 -41.733
-6.966 -42.041 -6.966 -42.041
-6.929 -42.004 -6.929 -42.004
-6.839 -42.100 -6.839 -42.100
-6.803 -42.251 -6.803 -42.251
-6.668 -42.361 -6.668 -42.361
-6.499 -42.449 -6.499 -42.449
-6.437 -42.374 -6.437 -42.374
-6.278 -42.465 -6.278 -42.465
-6.145 -42.567 -6.145 -42.567
-5.978 -42.600 -5.978 -42.600
-5.806 -42.606 -5.806 -42.606
-5.831 -42.636 -5.831 -42.636
-5.681 -42.726 -5.681 -42.726
-5.546 -42.850 -5.546 -42.850
-5.292 -42.934 -5.292 -42.934
-5.253 -43.215 -5.253 -43.215
-4.971 -43.326 -4.971 -43.326
-4.859 -43.511 -4.859 -43.511
-4.696 -43.727 -4.696 -43.727
-4.667 -44.073 -4.667 -44.073
-4.492 -44.312 -4.492 -44.312
-4.319 -44.231 -4.319 -44.231
-4.173 -44.562 -4.173 -44.562
-4.033 -44.935 -4.033 -44.935
-4.101 -45.373 -4.101 -45.373
-3.906 -46.200 -3.906 -46.200
-3.906 -46.200 -3.906 -46.200
-3.828 -46.599 -3.828 -46.599
-3.730 -47.007 -3.730 -47.007
-3.897 -47.012 -3.897 -47.012
-4.049 -47.431 -4.049 -47.431
-4.130 -48.155 -4.130 -48.155
-4.308 -48.133 -4.308 -48.133
-4.301 -48.309 -4.301 -48.309
-4.331 -48.314 -4.331 -48.314
-4.244 -48.324 -4.244 -48.324
-4.136 -48.258 -4.136 -48.258
-4.048 -48.052 -4.048 -48.052
-4.014 -47.802 -4.014 -47.802
-3.930 -47.807 -3.930 -47.807
-3.815 -47.493 -3.815 -47.493
-3.732 -47.208 -3.732 -47.208
-3.727 -47.019 -3.727 -47.019
-3.678 -46.902 -3.678 -46.902
-3.658 -46.802 -3.658 -46.802
-3.618 -46.722 -3.618 -46.722
-3.616 -46.623 -3.616 -46.623
-3.651 -46.621 -3.651 -46.621
-3.645 -46.498 -3.645 -46.498
-3.550 -46.176 -3.550 -46.176
-3.571 -46.174 -3.571 -46.174
-3.582 -46.053 -3.582 -46.053
-3.550 -45.950 -3.550 -45.950
-3.545 -45.835 -3.545 -45.835
-3.534 -45.713 -3.534 -45.713
-3.553 -45.711 -3.553 -45.711
-3.532 -45.526 -3.532 -45.526
-3.592 -45.519 -3.592 -45.519
-3.652 -45.532 -3.652 -45.532
-3.695 -45.604 -3.695 -45.604
-3.693 -45.672 -3.693 -45.672
-3.704 -45.752 -3.704 -45.752
-3.702 -45.752 -3.702 -45.752
-3.710 -45.853 -3.710 -45.853
-3.728 -45.987 -3.728 -45.987
-3.758 -46.186 -3.758 -46.186
-3.802 -46.439 -3.802 -46.439
-3.851 -46.700 -3.851 -46.700
-3.905 -46.977 -3.905 -46.977
-3.971 -47.221 -3.971 -47.221
-3.981 -47.219 -3.981 -47.219
-4.066 -47.600 -4.066 -47.600
-4.122 -47.801 -4.122 -47.801
-4.171 -47.794 -4.171 -47.794
-4.286 -47.957 -4.286 -47.957
-4.344 -48.122 -4.344 -48.122
-4.405 -48.154 -4.405 -48.154
-4.399 -48.142 -4.399 -48.142
-4.394 -48.123 -4.394 -48.123
-4.404 -48.120 -4.404 -48.120
-4.408 -48.119 -4.408 -48.119
-4.408 -48.119 -4.408 -48.119
-4.409 -48.119 -4.409 -48.119
-4.410 -48.119 -4.410 -48.119
-4.411 -48.119 -4.411 -48.119
-4.412 -48.119 -4.412 -48.119
-4.411 -48.119 -4.411 -48.119
-4.411 -48.119 -4.411 -48.119
-4.411 -48.119 -4.411 -48.119
-4.413 -48.119 -4.413 -48.119
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.413 -48.118 -4.413 -48.118
-4.414 -48.118 -4.414 -48.118
-4.413 -48.118 -4.413 -48.118
-4.413 -48.118 -4.413 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.413 -48.118 -4.413 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.413 -48.118 -4.413 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.414 -48.118 -4.414 -48.118
-4.413 -48.118 -4.413 -48.118
-4.407 -48.103 -4.407 -48.103
-4.407 -48.093 -4.407 -48.093
-4.410 -48.096 -4.410 -48.096
-4.409 -48.096 -4.409 -48.096
-4.410 -48.096 -4.410 -48.096
-4.409 -48.096 -4.409 -48.096
-4.410 -48.096 -4.410 -48.096
-4.413 -48.096 -4.413 -48.096
-4.414 -48.096 -4.414 -48.096
-4.414 -48.096 -4.414 -48.096
-4.411 -48.096 -4.411 -48.096
-4.410 -48.096 -4.410 -48.096
-4.413 -48.096 -4.413 -48.096
-4.414 -48.096 -4.414 -48.096
-4.413 -48.096 -4.413 -48.096
-4.413 -48.096 -4.413 -48.096
-4.412 -48.096 -4.412 -48.096
-4.403 -48.090 -4.403 -48.090
-4.372 -48.024 -4.372 -48.024
-4.370 -48.025 -4.370 -48.025
-4.332 -47.852 -4.332 -47.852
-4.380 -47.846 -4.380 -47.846
-4.360 -47.739 -4.360 -47.739
-4.336 -47.629 -4.336 -47.629
-4.289 -47.535 -4.289 -47.535
-4.264 -47.451 -4.264 -47.451
-4.174 -47.265 -4.174 -47.265
-4.185 -47.263 -4.185 -47.263
-4.131 -47.153 -4.131 -47.153
-4.062 -47.056 -4.062 -47.056
-4.003 -46.972 -4.003 -46.972
-3.957 -46.907 -3.957 -46.907
-3.990 -46.899 -3.990 -46.899
-3.965 -46.843 -3.965 -46.843
-3.910 -46.803 -3.910 -46.803
-3.890 -46.760 -3.890 -46.760
-3.882 -46.707 -3.882 -46.707
-3.922 -46.695 -3.922 -46.695
-3.891 -46.642 -3.891 -46.642
-3.825 -46.603 -3.825 -46.603
-3.821 -46.563 -3.821 -46.563
-3.800 -46.506 -3.800 -46.506
-3.848 -46.489 -3.848 -46.489
-3.806 -46.436 -3.806 -46.436
-3.785 -46.402 -3.785 -46.402
-3.712 -46.387 -3.712 -46.387
-3.688 -46.355 -3.688 -46.355
-3.726 -46.338 -3.726 -46.338
-3.671 -46.283 -3.671 -46.283
-3.607 -46.200 -3.607 -46.200
-3.529 -46.080 -3.529 -46.080
-3.467 -45.958 -3.467 -45.958
-3.473 -45.955 -3.473 -45.955
-3.419 -45.805 -3.419 -45.805
-3.357 -45.648 -3.357 -45.648
-3.272 -45.466 -3.272 -45.466
-3.180 -45.273 -3.180 -45.273
-3.071 -45.073 -3.071 -45.073
-2.952 -44.825 -2.952 -44.825
-2.848 -44.605 -2.848 -44.605
-2.733 -44.376 -2.733 -44.376
-2.626 -44.154 -2.626 -44.154
-2.501 -43.901 -2.501 -43.901
-2.502 -43.901 -2.502 -43.901
-2.373 -43.652 -2.373 -43.652
-2.255 -43.410 -2.255 -43.410
-2.113 -43.124 -2.113 -43.124
-1.985 -42.856 -1.985 -42.856
-1.968 -42.865 -1.968 -42.865
-1.840 -42.615 -1.840 -42.615
-1.736 -42.349 -1.736 -42.349
-1.626 -42.115 -1.626 -42.115
-1.461 -41.908 -1.461 -41.908
-1.359 -41.609 -1.359 -41.609
-1.220 -41.354 -1.220 -41.354
-1.093 -41.123 -1.093 -41.123
-1.050 -41.141 -1.050 -41.141
-0.940 -40.931 -0.940 -40.931
-0.870 -40.676 -0.870 -40.676
-0.764 -40.433 -0.764 -40.433
-0.653 -40.186 -0.653 -40.186
-0.629 -40.195 -0.629 -40.195
-0.523 -39.951 -0.523 -39.951
-0.448 -39.702 -0.448 -39.702
-0.332 -39.447 -0.332 -39.447
-0.202 -39.183 -0.202 -39.183
-0.123 -38.910 -0.123 -38.910
-0.032 -38.647 -0.032 -38.647
-0.020 -38.651 -0.020 -38.651
0.075 -38.367 0.075 -38.367
0.176 -38.083 0.176 -38.083
0.257 -37.812 0.257 -37.812
0.348 -37.545 0.348 -37.545
0.439 -37.273 0.439 -37.273
0.456 -37.278 0.456 -37.278
0.584 -36.998 0.584 -36.998
0.664 -36.744 0.664 -36.744
0.757 -36.459 0.757 -36.459
0.843 -36.188 0.843 -36.188
0.864 -36.195 0.864 -36.195
0.950 -35.955 0.950 -35.955
1.027 -35.671 1.027 -35.671
1.115 -35.394 1.115 -35.394
1.214 -35.132 1.214 -35.132
1.283 -34.869 1.283 -34.869
1.363 -34.581 1.363 -34.581
1.386 -34.588 1.386 -34.588
1.475 -34.311 1.475 -34.311
1.565 -34.009 1.565 -34.009
1.637 -33.704 1.637 -33.704
1.722 -33.436 1.722 -33.436
1.826 -33.135 1.826 -33.135
1.847 -33.140 1.847 -33.140
1.939 -32.830 1.939 -32.830
2.013 -32.506 2.013 -32.506
2.114 -32.190 2.114 -32.190
2.245 -31.900 2.245 -31.900
2.319 -31.567 2.319 -31.567
2.418 -31.249 2.418 -31.249
2.449 -31.257 2.449 -31.257
2.563 -30.954 2.563 -30.954
2.681 -30.610 2.681 -30.610
2.756 -30.276 2.756 -30.276
2.884 -29.901 2.884 -29.901
2.918 -29.909 2.918 -29.909
3.118 -29.288 3.118 -29.288
3.207 -28.991 3.207 -28.991
3.213 -28.993 3.213 -28.993
3.320 -28.726 3.320 -28.726
3.412 -28.506 3.412 -28.506
3.412 -28.308 3.412 -28.308
3.437 -28.166 3.437 -28.166
3.517 -28.192 3.517 -28.192
3.516 -27.906 3.516 -27.906
3.670 -27.822 3.670 -27.822
3.606 -27.727 3.606 -27.727
3.580 -27.692 3.580 -27.692
3.673 -27.738 3.673 -27.738
3.651 -27.726 3.651 -27.726
3.671 -27.694 3.671 -27.694
3.622 -27.649 3.622 -27.649
3.637 -27.655 3.637 -27.655
